,indexs,date,user,item,review_rating,review_text,review_length,has_references,Unnamed: 8,prediction,answers
47,2782776,2014-12-24,decemberangel1286,Twisted Desire (1996 TV Movie),1.0,"This movie is not worth the paper it's printed on. I think its real dumb how people can laugh and say its OK to murder your own parents. I think Melissa Joan Hart did a good job with the acting but the movie had a bad plot, bad acting job and the parents weren't even believable. Twisted Desire needed a better plot, who could determine what it was? The ending was so predictable, Daughter's boyfriend offs the parents and they are arrested, how predictable could that be? The guy who played her boyfriend in the beginning was a total jerk and he was naive. He thought that Melissa was innocent and wouldn't go to such lengths just to be free of her parents well he was wrong and the phony balogna act she put on was as phony As the day is long. I don't know how people could watch this movie and praise it. This movie never should of been posted online or put in the movies. There is no connection between the children and the parents, total hog wash and what made them think that killing the parents would end their problem? Oh give me a darn break. This movie is a bunch of hog wash. Don't waste your time watching it. Would could even relate to the cast?",221,0,,1,"Reference to other reviews.  The review contains phrases like ""I don't know how people could watch this movie and praise it"" and ""Would could even relate to the cast?"". These indicate the reviewer is responding to or referencing the opinions and ratings of other users on the platform."
48,1702587,2008-09-23,Angelus2,TMNT (2007),10.0,"Teenage Mutant Ninja Turtles was a cartoon that I avidly watched and loved as a child and when I found out about this, I couldn't wait and this film does not disappoint not one single bit. Leo returns from his soul search mission and comes back to a brotherhood broken. Mikey is working as a clown, Donny is a IT specialist and Ralph, unknown to the rest moonlights as a vigilante.While an immortal emperor searches for 13 beasts in order to bring his eternal life to an end.The animations are amazing simply put; I was amazed throughout the movie and captivated at how the scenes in the rain were done, its almost life like in every way possible; the fight scenes are brilliantly done and every blow is caught with bone crunching effect...I originally thought that they would co-ordinate fight scenes like the live action movies. It was surprisingly funny as well.....All the voice actors provide an excellent job and I hope to see a sequel.",166,0,,0,"No reference.  The review focuses solely on describing the reviewer's experience with the movie and their thoughts on its plot, animation, and voice acting. It doesn't mention or allude to other reviews or ratings on IMDb or any similar platform."
49,2029080,2010-10-07,Food_For_Thought,Easy A (2010),8.0,"I saw this movie the other day with my wife...we were looking for a lightweight movie after dinner and decided to see this one. The comedy was well written, the situations reminded me of some of my high school days. The parents were funny, the religious crowd looked ridiculous (fittingly so) and all around - it was well cast.Emma - looking to shake things up a bit (she went unnoticed in her school before) takes her cues from the book ""The Scarlet Letter"" and decides to wear the badge of promiscuity after convincing her annoying friend that she had lost her virginity to 'fit in' with the current trends. This little white lie then causes a humorous snowball of events when she agrees to provide the back-story for boys needing some shoring up for their own reputations.Emma Stone is a delightful young actress! I think she was good in Zombieland - and was the gem of this movie. Such pretty eyes! And she holds herself very well - I think she will be much in demand among the up and coming stars for a new generation! Wonderful Job Emma!",189,0,,0,"No reference. The review describes the movie, actors, and plot without mentioning or referencing any other reviews or ratings on IMDb. It also references another source (""The Scarlet Letter"")."
50,3880713,2018-12-03,con_au,Crazy About Tiffany's (2016),4.0,"Tiffany has an incredible and fascinating history. Some of it even manages to make its way into this 90 minute documentary.
But not much. Mostly this is a breathless ode to the seductive power of luxury items and a celebration of people who need them like oxygen.
I could have happily spent 90 minutes learning about the extraordinary Grand Central Tiffany clock, but instead I got wasted minutes of flashy montages of starlets and social x-rays, and a weirdly long tangent into the Capote book / Edward's film Breakfast at Tiffany's that included an even weirder examination of the Deep Blue Somethings song of the same name.
The film is artfully produced to be sure, but it's a fabulous 90 minute commercial that does nothing much to make us any wiser about how the store, its visionaries and incredible craftsman created an American commercial and artistic icon. The soundtrack is over-excited and distracting and the parade of people whose lives were touched ever-so-vaguely by the brand is gratuitous.
If you're interested in a deep dive into the back story of an incredible brand, have a look for Patrick Mark's Faberge: A Life Of It's Own instead.",196,0,,0,No reference. The review solely describes the reviewer's experience and suggests another source (Patrick Mark's Faberge documentary) as an alternative. There are no references to other reviews or ratings on IMDb.
51,1578399,2008-01-26,HelloTexas11,Patton (1970),10.0,"Patton' is pretty much a one-man show. George C. Scott's Oscar-winning portrayal dominates the film and overshadows all the other characters, much as Patton dominated those under his command in real life. There is no real attempt to create another strong character in the movie; Karl Malden's Omar Bradley is mainly used to react to Patton and the British General Montgomery is seen as a caricature, a stereotypical stuffy Brit who contrasts with Patton's earthy and impulsive nature. Scott truly becomes Patton in this film; it's difficult now to think of one without the other. The characterization and the film have many layers. On the one hand, 'Patton' is a straightforward war flick, with big, well-staged battle sequences. But it is also a brooding psychological study of a complicated individual, one who's near-madness goes hand in hand with his cunning and courage. Patton comes across as, among many things, an outsider in his own chosen field of endeavor. The other officers, including the generals who are his superiors, consider him something of a brilliant kook, to be used when needed and shunted aside when he isn't, or when he embarrasses them. Eisenhower, who is never seen or heard in the film, and his group of generals are businesslike, no-nonsense types who share none of Patton's flamboyance or showmanship. To them, the war is an ugly business to be concluded as quickly and painlessly as possible. For Patton, it is a holy, glorious crusade that defines him and his reason for being. Some critics claimed the movie was both pro-war and anti-war. I have to agree with Roger Ebert, it's no such thing; it's about as pro-war as you can get. But since its setting is World War II, that is not a difficult or far-fetched notion to accept. Even in this confused day and age where we agonize over whether conflicts are worth getting involved in, most people agree that the U.S. was on the right side in the second world war and that vanquishing Hitler and the Nazis was the right thing to do. Patton embodies that ideal and so we naturally root for him even if some of his actions and statements go against what we would do. George C. Scott so inhabits the character of Patton that it almost becomes irrelevant whether the portrayal is one-hundred per cent accurate. As war historians have pointed out, liberties are taken both with dialogue and plot points; there was no 'race' for Messina between Montgomery and Patton, there were actually two soldiers who were slapped, etc. But these easily fall into the realm of cinematic license and do nothing to detract from the essential reality Scott brings to his characterization. And it certainly says something about General Patton that the famous speech he gave in 1944 had to be toned down for a movie that was released in 1970!",479,0,,1,"Reference to other reviews. The review mentions ""war historians"" and references Ebert's opinion, which are external sources used to support the reviewer's claims, indicating a reference to other reviews and opinions."
52,4632774,2020-01-03,DVD_Connoisseur,"Dracula: The Dark Compass (2020) Season 1, Episode 3",,"The final instalment of ""Dracula"" is emotionally overwhelming and truly heartbreaking.Gatiss and Moffat deliver a masterstroke of modern horror, wrapped in a gothic death shroud.Relative newcomer Lydia West delivers a jaw dropping performance as the beautiful and carefree Bloofer Lady whilst Gatiss himself appears as Dracula's man-servant / lawyer Renfield.I was left stunned by the climax of this drama, a rare feat.10 out of 10.",65,0,,0,"No reference.  The review focuses solely on describing the reviewer's experience and opinion of the movie. There are no mentions of other reviews, ratings, or the IMDb platform itself."
53,350010,2001-11-03,mktgjem,Dancing at the Blue Iguana (2000),,"I really liked this movie and I'm not a filmmaker, writer, actress or anything  connected with the LA movie business.  Yes, it left a lot to be desired - a better ending for one - but it was interesting, somewhat thought provoking and the characters were very entertaining.  I loved Jennifer Tilly's character and her various ""tantrum"" scenes.  Daryl Hannah's character was pathetic and annoying, but at least she was consistent in the way that she created the character.  What I was most disappointed in  is that actresses are constantly complaining about having to play girlfriends, bimbos and other stereotypes, yet when they have an opportunity to create a character in an workshop/ensemble piece they decide on strippers.  Seems like a bit of a cop-out to me ""at least if the movie is no good, they'll watch for the stripping."" And in disagreement with another post, I was surprised at how naked the actresses actually got - there were a lot of very flattering shots and lots of unflattering ones as well, including lots of close-ups.  I don't think Charlotte Ayanna has a bad camera angle though (and never heard of her before this movie)!",195,0,,1,"Reference to other reviews.  The review explicitly mentions ""another post"" and expresses disagreement with it, indicating a reference to other reviews on the platform."
54,4512477,2019-11-08,skunkworksalpha,Midway (2019),10.0,"Midway was an excellent movie that depicts the events leading up to the battle of Midway and the battle itself.
It is fairly quick paced with enough historical background character introductions to leave the viewer invested, even if we already know the outcome. The family and buddy scenes are not lengthy, and add just the right amount of the human element.
The movie covers the events from before Pearl Harbor, the attack on pearl Harbor, the US raid on the Marianas islands, Doolittle's raid, the battle of Coral Sea, the battle of Midway and the intelligence, strategy, of both the US and IJN navies. Though none of the events is overly detailed it is enough for the average historian to see all the ""easter eggs"" and the non-historian left informed and intrested.
While the movie covers a lot of historical ground it doesn't get overly detailed on each event, even the Midway battle itself. What it does do is provides the viewer the overall tension, concerns and apprehensions of the mood of he US durring this time in history.
Midway does leave out certain historical events. It didn't cover the PBYs search, the B-17 raids on the IJN carriers, it didn't include Jimmy Thatch, or the two attacks on the Yorktown in detail.
But, and I must stress this fact, what it did cover was accurate (with the exception of the US torpedo planes carrying bombs on wing hard mounts).
For the first time in a movie it covers the air raids on the IJN carriers from Midway itself, including thr B-26 Marauders, but not the TBF avengers. It included the Nautilus Gato class firing on the IJN taskforce and the reason the Japanese left behind the destroyer which was later followed by the US SBDs that led them to the IJN carries.
The CGI was adequate for visual effects, and the detail of the Yorktown class carriers and even the IJN carriers was incredibly accurate.
Midway focuses on several key individuals to be the protagonist rather than a PBS style docudrama.
Midway also pays attention to detail about the age of the sailors, the types of aircraft, and weaponry aboard ships.
Midway does feel like it needs the director's cut and would do better as a three hour movie as it felt a little rushed at times.
Bottom line, if you're into WWII and history you'll like this move, it's a go see.",404,0,,0,"No reference. The review focuses solely on describing the movie's plot, historical accuracy, and overall experience. There are no mentions of other reviews, ratings, or the IMDb platform itself."
55,615958,2003-06-19,B24,Crane World (1999),5.0,"That's really all one can compare this film with.  One of those verbal slices of life that no one really listens to unless trapped in a moving car on a transcontinental highway about a hundred miles outside Albuquerque.Not that it's entirely boring.  The script and direction are coherent, and the viewer can certainly identify with the main character as another poor schmoe who's been run over by life, with no way out. In a way, it elicits a positive reaction because Rulo, the fiftyish and overweight protagonist, never seems to lose spirit as he suffers one telling blow after another.As with many other recent films coming out of post-fascist South America, it is moreover revealing of the intense personal struggles these basically European people have faced as time continues to run against them in terms of their general redundancy within the context of a world economy.In a word, sad.  But I would watch it again if only to find those small connections with a more universal meaning, like how important it is personally not to give up against great odds.  For all his problems, Rulo still possesses the love of his friends, his family, and his sweetheart.",197,0,,0,"No reference.  The review solely describes the reviewer's experience and thoughts on the film, drawing comparisons to other films and offering an analysis of its themes. There's no mention of other reviews, ratings, or the IMDb platform itself."
56,4116620,2019-04-15,reidandgenene,Stalag Luft III: One Man's Story (2019),9.0,"A solid documentary on the wartime experiences of an American airman, shot down in 1943, sent to Stalag Luft III, the POW camp where The Great Escape of Steve McQueen fame happened. The old man tells the story himself, and he is an excellent storyteller. The most interesting thing is the man himself, but the story of life inside the POW camp was very interesting.",65,0,,0,"No reference.  The review focuses solely on describing the documentary's content and the storyteller's performance. It doesn't mention or allude to any reviews, ratings, or discussions on IMDb or any other review platform."
57,3308427,2017-05-29,Bethbeth-barber,Pirates of the Caribbean: Dead Men Tell No Tales (2017),10.0,"Potential **SPOILERS** y boyfriend and I just saw this movie this afternoon. We LOVED it! I agree with a lot of other reviews that is much much better than the 4th movie. The movie didn't even seem like 2 and a half hours. I experienced no lulls in the movie and while there were a few touching scenes, this movie was a lot of fun to watch. A lot of old familiar characters. It was fun to see them in this movie, as well as some new characters, Henry Turner, Karina Smyth and Salazar. **SPOILER** I love how they brought Will Turner and Elizabeth Swanns love story full circle. To see them reunited after their son helped break his fathers curse of being on the Flying Dutchman. Very touching and satisfying moment for this fan.Of course Johnny Depp as Jack Sparrow, was full of fun as ever. We will go see it again!",153,1,,1,"Reference to other reviews. The review explicitly mentions ""a lot of other reviews"" and compares the movie to the ""4th movie,"" indicating a reference to opinions and ratings found on IMDb."
58,212184,2000-09-19,ivan-22,The Owl and the Pussycat (1970),,"This comedy is more charming than funny. It almost dispenses with plot and presents two charming, offbeat characters, wonderfully played by the leads. Critics detested it. Stanley Kaufmann wrote: ""If computers ever turn out romantic comedies, the results will look like this"". I am more forgiving. There are so many movies full of walking, talking cliches and cartoons, that when I find flesh-and-blood characters, I appreciate it.
This movie is not memorable, not riveting, but it contains human warmth, which is often lacking. It's a sort of remake of The Odd Couple, but far less heavy to digest. And there is a certain touch of intellect which may please some.",110,0,,1,"Reference to other reviews.  **Reasoning:** The review includes a direct quote (""Stanley Kaufmann wrote: ""If computers ever turn out romantic comedies, the results will look like this"""") which is a reference to another review."
59,4635715,2020-01-04,orhan_kagan,A Quiet Place (2018),6.0,"From the very first scene I could tell ""OK the father's gonna sacfice himself at the end in order to protect the kids."" It started in a decent way, thrilling throughout but made little to no sense for me. I mean, these creatures can hear from miles away, their whole head is a literal gigantic ear and there is a baby making noise right in front of it and it just cannot detect it? I am not expecting 100% scientific accuracy but when it is this obvious and inconsistent, it bothers me. Plain out BS if you ask me. I kind of liked the final scene when they did not show how exactly it enden though.
Acting was decent, technically it was good and all but I can say it was mediocre at best overall.",135,0,,0,"No reference. The review focuses on describing the reviewer's experience and opinion about the movie's plot, acting, and technical aspects. It doesn't mention or allude to other reviews or ratings on IMDb."
60,4254372,2019-06-19,moonlitnite83-1,Excision (2012),2.0,This movie is nuts i really don't know what to think about this very aristy flim with lot gore. after watching movie i felt dirty & i wanted gag & i watch very gorey movie but with this one touch me in wrong why. & i think i found my limit in this movie with character having sexual dream with dead bodys & killing a baby in microwave i just felt gross & it still hunting me. i guess if your horror fan & you want to something off wall then movie for u..my rating - 4 stars for the film makeing its very pretty flim & richard bates jr. did great job & for the story i give 2 cuise i didnt enjoy it at all it was instering but it wasnt re watchable to me..,137,0,,0,"No reference. The review focuses solely on the user's experience and opinion of the movie itself. It doesn't mention or refer to any other reviews, ratings, or the IMDb platform."
61,4090558,2019-03-30,MidnightSerpent,Tengen toppa gurren lagann (2007–2008),10.0,"You know that feeling of total shock and awe that you get after finishing a really good show or movie? Where you just sit there staring at the screen, unable to process the sheer epicness of what you just saw? Imagine that feeling, but ten times stronger, and you might get a taste of what I felt while watching Tengen Toppa Gurren Lagann. Every time I finish that final episode, I get this euphoric feeling that lasts for several hours on end, often keeping me up the entire night on pure adrenaline. There isn't a single day that goes by where I don't have flashbacks to certain scenes from the show and start getting the chills all over again. Yes, it's that good.One of the most common misconceptions of Gurren Lagann I hear is that it's a simple, mindless show that's all about over the top fight scenes and cheesy inspirational speeches. And while the show has plenty of those, it has way more than just adrenaline rushes to offer. The story is very well written, following several intertwined character arcs and thematic ideas that all spiral around a very deep and thought provoking central message. The attention to detail is ridiculous, with extended metaphors that can be applied to almost every aspect of the show. On top of that, there are several plot twists and surprises to keep the viewer engaged. The only issue I might have with the story is with a couple episodes near the beginning, which I feel are weaker than the rest of the show, but the last few episodes more than make up for it with my favorite ending of all time.The major characters of this show are brilliantly written. Kamina's bold relentless attitude has its own charm, and Simon ""the Digger"" has one of the best character arcs I've seen in any form of media. Other characters like Yoko, Viral, Rossiu, and Lordgenome all have their own traits and well written arcs throughout the series. While their world is very different from ours, the characters feel very real and relatable through their growth. And of course, the villains are also great, with justified and believable motivations that serve as a near perfect contrast to our protagonists.The visuals are animation are outstanding in this show, especially when considering that it was made in 2007. The fights are beautifully choreographed and visually appealing with vivid color palettes. The cinematography is some of the best I've seen in anime. And there's plenty of visual symbolism that adds meaning to the story and characters. The art is especially good in the final few episodes, which the creators saved 40% of their budget for. And it shows; those final episodes are some of the most beautiful episodes I've ever seen. That final fight, oh my god.The show is just as amazing in the audio department. The voice acting is powerful for both the sub and dub versions. In fact, it has one of the best dubs I've heard, right alongside Fullmetal Alchemist: Brotherhood. But where the sound truly stands out is in the music. There's a large variety of soundtracks that perfectly capture every scene, whether they're happy, sad, spine-chilling, or pure hype moments. One track in particular, titled ""Libera Me From Hell"", is the most unique and symbolic soundtrack I've ever heard. It plays during some of the best scenes in the entire show, and it makes those scenes that much better.Yeah, as you can probably tell by now, I love this show. It's my favorite piece of fiction across all types of media and storytelling, and I've had more fun watching it than anything else. Hell, those last few episodes are probably in the top ten best experiences of my life. The show's messages have genuinely made a positive impact on my life and how I view the world. And while I don't expect everyone to enjoy it as much as I do, I think anyone would be doing themselves a huge favor by watching it. So what are you waiting for? Open a new window and experience one of the most epic shows anime has to offer.",692,0,,0,"No reference.  The review focuses entirely on describing the reviewer's experience and impressions of the show. It doesn't mention other reviews, ratings, or the IMDb platform itself. It also doesn't compare it to other sources or media."
62,2176003,2011-09-07,danask9,Better Late Than Never (1979 TV Movie),,"is titled, ""Do not stand at my grave and weep"" written by Mary Elizabeth Frye in 1932. I do not recall seeing this television movie however came across a newspaper ""Q & A"" clipping sent by a reader which referenced this movie and requested copy of the poem. The clipping printed the poem and noted the author as unknown and stated the writer of the TV movie heard it at a Hollywood funeral and incorporated it into the TV drama. In my experience many recall parts of the poem however the poet remains relatively obscure. I believe it may have been her most renowned work of poetry and has obviously inspired and comforted so many.",115,0,,0,No reference.  The review describes a personal experience and provides background information about a poem and its connection to the movie. It doesn't mention or refer to any reviews or ratings on IMDb or any other platform.
63,408754,2002-03-24,Sara the Weimaraner,America's Sweethearts (2001),1.0,"Zzzzzzzzz... oh, I'm sorry, I was just watching ""America's Sweethearts"" and seemed to have dozed off.  It's really bad but it shouldn't have been.  It has a lot of talented actors (wearing leather pants no less!).  Billy Crystal wrote it and he's the man!  Despite all of this, ""America's Sweethearts"" is painfully boring.  The last scene is especially bad; the film completely breaks down leaving the viewer puzzled, perhaps a little angry.",72,0,,0,"No reference.  The review describes the viewer's experience with the movie and offers an opinion on its quality. There are no mentions of other reviews, ratings, or the IMDb platform itself."
64,4586227,2019-12-16,myronlearn,真愛告白 (1998),3.0,"Sorry, Harry, Sandra and Gena...Given the talent here, this was a total yawn fest. Mae Whitman was totally miscast and was thus an unsympathetic child ravaged by her parent's breakup. A more gifted actress might have been able to pull it off, but given a weak script, I doubt it. Hope doesn't only float, it sinks in this film.",59,0,,0,No reference.  The review focuses on describing the reviewer's experience with the film and offers criticism of the acting and script. It doesn't mention or allude to other reviews or ratings on IMDb.
65,371130,2001-12-28,jlocklier,The Doors (1991),,"Oliver Stone is a masterful storyteller, and with The Doors, he is doing just that: telling stories.  Anyone who has read the number of books written about The Doors and Jim Morrison understands that Stone wove together several different accounts about the ""real Jim,"" and it seems that there is not much truth to his characters.  Val Kilmer is fantastic in his characterization of Jim, but it is so far from the true Jim, that viewers must realize that this film is primarily fiction.  Meg Ryan's innocent, sweet Pam Courson is another fictionalization of a real person that widely misses the mark.  While the film is visually stunning and the music intense, the events that take place in the movie did not necessarily take place in real life.  True fans of Jim Morrison and The Doors will hopefully view the film for what it is: the Hollywood-Oliver Stone version of the real life of a poet and artist.  Read the books, listen to the music, and don't take the film at face value.",173,0,,1,"Reference to other reviews.  The review explicitly encourages the reader to ""Read the books"" and implies comparison with external sources (books) to understand the movie's accuracy. This indicates a reference to information and perspectives outside of the IMDb review itself, implying a comparison with other reviews or analyses."
66,140426,2000-01-27,Darnell-5,The Howling (1981),,"Not AS good as the super-cool movie which is ""AN AMERICAN WEREWOLF IN LONDON.""  Good effects and scary atmosphere but it doesn't hold up to LONDON.  I give this film a 7 out of 10 for it's energy and frights but it doesn't have the intelligence of LONDON . . . .",52,0,,0,"No reference. The review compares the movie to another movie (""AN AMERICAN WEREWOLF IN LONDON"") and provides a rating. It doesn't mention or refer to any reviews or ratings on IMDb."
67,4534801,2019-11-20,super_zomby,Morto Não Fala (2018),8.0,Interesting movie that goes off the beaten track. Good scenario and good acting ! Warning : some very gore scenes...,20,0,,0,"No reference  The review describes the movie and offers a warning about gore. It doesn't mention or allude to other reviews, ratings, or the IMDb platform itself."
68,1417855,2007-03-21,ianlouisiana,Saint Jack (1979),10.0,"Mr B.Gazzara has a slightly raffish charm that eludes categorisation. He is one of the fortunate few amongst actors on whom the camera seems to linger whether or nor he is the main focus of the action.Mr Bogdanovich takes advantage of his peculiar talent when casting him as a pimp in ""St.Jack"".Pimps generally don't get good publicity,indeed I have known several and the ""nicest"" of those was wont to burn his girls with lighted cigarettes as the whim took him,his ""niceness"" being restricted to the fact that he allowed them to keep about 20% of their earnings,making him a prince amongst pimps apparently.So the good - guy pimp is as mythical a being as the tart with the heart.Any working girl ending up with a ""manager"" like Jack Flowers would consider herself in whores' heaven. Mr Gazzara's great strength is in playing characters with hidden depths and there is more to Jack than meets the eye.He is tough and he is clever and he is ambitious.Despite fierce opposition from the Chinese criminal fraternity in Singapore he opens up his own whorehouse.When pressured to use compromising photographs to blackmail an American politician he refuses to do so,thus incurring the wrath of the CIA. Flowers is buddied up with Remittance Man Mr.D.Elliot,another expat and doubtless they hang together lest they should be hanged separately. Set at the time when Singapore was a melting - pot of political intrigue in the never - ending war between East and West ""St Jack"" captures the hothouse atmosphere quite brilliantly.Mr Bogdanovich is a director who loves actors and he gives them free reign here,often incorporating their suggestions in the final cut. Along with the subsequent ""They all laughed"",""St Jack"",little considered at the time of its release,will,I'm sure,one day be considered as one of the very best films of its era.",304,0,,0,"No reference.  The review focuses solely on describing the movie, the actors, and the director's work. It doesn't mention or refer to any other reviews, ratings, or discussions on IMDb or any other platform."
69,3850890,2018-11-13,tbpinder,The Walking Dead (2010– ),9.0,"TWD has always been an evolving show with new characters and new deaths. It never will be predictable as no character is ever safe, as no person would ever be safe in a true apocalypse.
Those who stop watching when their favourite characters die would find new characters they liked. Give it another go.",54,0,,0,No reference.  The review describes the show and offers advice to viewers. It doesn't mention or allude to other reviews or ratings on IMDb.
70,977637,2005-06-21,rmax304823,2001: A Space Odyssey (1968),9.0,"Nobody could have done it better than Kubrick. The question is, ""What does 'it' mean?"" I'll skip the story, what there is of it. Anyone who wants a reasonably decent explanation in coherent terms ought to consult the Film Guide series from Indiana University Press.It is an unforgettable movie that would not have had quite the same impact if it had been made more than one or two years, one way or the other, of 1968.Just take one instance. The computer, Hal, the most interesting character in the film, goes berserk. He signals to the two astronauts that there is a failure that must be fixed from the outside. The astronauts leave the space ship in tiny round pods. While they are gone, Hal kills all the other astronauts who are in hibernation for the long trip to Jupiter. Hal also causes a pod to kill one of the external astronauts and then refuses entry to the remaining live one, Dave (Keir Dullea).Dullea orders repeatedly, ""Open the pod bay doors, Hal."" His expression is one of vexation, as if he's having a duel of wits with a recalcitrant garage door. Finally he blasts his way into the space ship, barely surviving, then sets about destroying Hal. As he climbs a ladder to enter Hal's brain, Hal remarks soothingly, ""Dave -- I can see your really upset about this."" It's EXACTLY what Carl Rogers would have said. Hal begins to sound like a junior executive being fired. ""I know I've made some bad decisions recently. But I can assure you that I am back to normal now. Really, I am devoted to the success of this mission"" If that's supposed to be a joke, it must have worked in 1968, when we were all in the business of seeing (or being) humanistic shrinks. I'm not sure that everybody would find the humor in such a line now, in 2005, a year in which most of the USA seems to find itself adrift on Jupiter. In the end, Dullea, if that in fact is what we're looking at, finds himself alone and unborn in the shrill silence of outer space.That ""star gate"" episode -- wow! The coeval audience had a heck of a good time seeing it while stoned. Vavoom -- through an unknown universe! Into the Maelstrom. It must have been great if you'd been smoking grass. If you were tripping it might have become one of Edgar Allan Poe's worst hangovers. Just seeing it tonight took me back thirty years or so to when I was a research assistant at the New Jersey Neuropsychiatric Institute, engaged in a study of psychedelic drug use. It was perfectly legitimate, run by the psychiatrist who coined the term ""psychedelic"" and visited Aldous Huxley on his death bed, and endorsed by a former Attorney General of the United States. (By the way, has the statute of limitations run out?) We were not supposed to use drugs but one night circumstances demanded it and the next thing I knew I was wandering around a part of Manhattan I was completely unfamiliar with, the East 70s, never having gotten north of 14th Street in my youth. And -- wow -- everything was just terrible. People were walking dogs along the sidewalks and I fancied the dogs were staring at me because they knew I was a complete wreck. Well, let's skip it, except to say that what you need in a paranoid state is not the trip that Kubrick gives you, but a handle on reality. Well, I'm not sure, really. Sometimes I feel spaced out here in New Mexico where the Ice Cream trucks play ""La Cucaracha."" In the New Jersey neighborhood where I grew up they at least had the prescience to play the ""Dies Irae.""Anyway, one of the most impressive features of the film is the special effects -- all done in the 1960s before computers. They are all mechanical or photographic. No computerized graphic images like the dinosaurs in ""Jurassic Park"" or the musclebound monsters that leap around on today's screen. If you see a space ship in ""2001"", it was hand built. The FX are the pinnacle of pre-computerized FX. They're like the clipper ships of the 1850s, marvels of marine engineering, about as good as it gets, before they were replaced by steamships.I realize this is not much of a review of the movie itself, but without having looked, I imagine there must be a hundred or more so, really, why bother? Kubrick was an interesting guy. According to Kirk Douglas's revealing (and not very flattering) autobiography, ""Rag Man's Son,"" Kubrick shot ""Spartacus"" which had been written by someone on the McCarthy-style blacklist and forbidden to work in the USA. A heated discussion arose about who exactly should get the writing credit, since the actual writer's name couldn't be used. How could justice best be served. Kubrick piped up and said if you want a writer's name, use mine. I'll take the credit. As Douglas put it, ""Kubrick was a talented s***.""But -- all of that period and personal detail aside -- this film is a magnificent artifact. What an artist Kubrik was.",863,0,says he didnt look at reviews,1,"Reference to other reviews  **Explanation:** The review explicitly questions ""why bother?"" when referring to existing reviews of the movie, implying awareness of other reviews already present. Additionally, it mentions ""I imagine there must be a hundred or more so,"" indicating knowledge of a large number of other reviews."
71,678088,2003-10-30,R-T-C,Octopus 2: River of Fear (2001 Video),2.0,"I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it at the end.On the plus side, the film quality is very good, and the setting of New York is impressive for a budget film - as opposed to a small coastal town. The acting is reasonable too.However, the special effects, mainstage in a monster film, are laughable and the addition of a random bus load of kids to the plot half way through just gets weird. The ending is just bad.In summary, whenever you have a chance to see this, don't - there WILL be something better on.R-T-C ""True horror films don't have a PG rating""",136,0,,0,"No reference. The review focuses on describing the reviewer's experience with the film and offers opinions on its quality and plot. It also references external opinions (""True horror films don't have a PG rating"") but not reviews or ratings on IMDb."
72,3045356,2016-03-19,CountZero313,Sweet Bean (2015),6.0,"The manager of a small pancake stall finds his product is suddenly a neighbourhood sensation after an old woman shows up and changes his recipe. But old prejudices rear their head to scupper short-lived happiness.This is a relatively prosaic outing for writer-director Kawase, a film that eschews the lyricism and frustratingly enigmatic self-orientalising tropes of Moe no Suzaku or Mogari no Mori, for a greater concern with narrative cause-and-effect. Masatoshi Nagase is suitably brooding and mysterious as the weary manager of the stall, tolerant if not indulgent of the inane chatter of schoolgirls who occupy his workplace like a clubhouse. Kirin Kiki is her usual charismatic and maverick self, managing to bring humanity and pathos to a role that could easily have been cloying and maudlin. The storyline of the older women bringing hope to a man with a crushing past works well, Tokue proving a catalyst to stop the manager going through the motions and start living again. The film also functions as an educational piece on the discrimination historically meted out to sufferers of Hansen's disease, or leprosy, in Japan. This part is less effective, following the well-worn trope of having a schoolkid come along so the adults can relate the hidden history she knows nothing about. Heavy-handed and flat, it ill-serves the narrative, and slightly trivializes an ugly but fascinating aspect of Japan's social history.Kawase does not totally leave behind her shamanistic/animistic leanings: there are the usual hand-held shots of sunlight glinting through treetops, and some cod-philosophy on the power of the moon. She hones excellent performances from Kirin and especially Nagase, whose edges seem all too brittle and authentic. A small film with a big heart, that makes a quiet but powerful point.",287,0,,0,"No reference.  The review solely describes the movie's plot, acting, and thematic elements. It doesn't mention or allude to any other reviews or ratings on IMDb or any other platform."
73,469327,2002-08-02,kufurex,Signs (2002),,"A lot of reviews on IMDb seem to put down ""Signs"" because it wasn't a turd-pile like ""Men In Black II""; basically, because it didn't have aliens running around and humans shooting at them with big guns.Well, guess what...I am sure there will be plenty of garbage in the theaters to cheer for in the weeks to come.  On the other hand, for the people who did enjoy ""Signs"", and were able to appreciate the masterful work done by M. Night Shyamalan, it will not be soon enough until his next project is due for release.The deep character development and simple but powerful story is what is impressive about the movie.  That is exactly why one is drawn in, and held tight.I hope more people will enjoy this movie, just so financiers will see the commercial as well as the artistic viability of such ""films"".",145,1,,1,"Reference to other reviews. The review explicitly mentions ""reviews on IMDb"" and discusses why other reviews might be negative, indicating a reference to other reviews on the platform."
74,3983430,2019-01-28,Leofwine_draca,"Dark Shadows: Episode #1.285 (1967) Season 1, Episode 285",6.0,"Episode 285 sees the focus very much on Victoria, who is getting more and more into Barnabas' clutches by the day. Unfortunately for her, she seems to be in one of her 'ditzy' phases where she has no clue what's going on despite it all being blatantly obvious.",48,0,,0,"No reference. The review solely describes the plot and character behavior within the episode. There are no mentions of other reviews, ratings, or the IMDb platform itself."
