index,date,user,item,review_rating,review_text,review_length,has_references,Example,,
811533,2013-01-13,oKo_Y4_huwvNdV9wuwyFPg,black-swan-brooklyn,4.0,"Nice place. A friend and I went here for dinner-- a year or so ago, I had passed by this place and it smelled delicious, so I finally decided to check it out. Against my heart, I ordered a mixed green salad. It was fairly inexpensive-- $7 or $8? I was not expecting a lot. And the restaurant smelled deliciously of meat and fish, so I was set on being disappointed. But holy wow, was I not disappointed. This salad was not only HUGE, but it had candied pecans that were ridiculously delicious, and amazingly creamy goat cheese. I have actually been craving this salad, that's how good it was. My friend got a salmon burger with some sweet potato fries-- also amazing. Both plates had huge portions and good flavor. My one qualm would be that it's a little dark, even with the TV screens on. It's a little loud too, but that's what's to be expected for the back of a pub. Definitely crowded, though. On a Friday night, there was a 15 minute wait-- which would be excellent for NYC, but I'm really not used to that in Bed Stuy. I guess it just shows the quality of the place.",203,0,0,,
3496779,2019-09-12,xIpi1akXN_zcBLKNm51wow,red-rooster-new-york-2,3.0,So underwhelming.  Came here on a Tuesday night with my roommates with reservations but still had to wait 15 mins upon arrival.<br><br>One of my roommates and I got the fried chicken for two and one got ribs.  The food was tasty and the service was great but for the price you pay I don&#39;t think the portions justifies it.  <br><br>Don&#39;t think I&#39;ll be back.,64,0,0,,
450567,2011-07-11,ieuN8q6ImGMu2MduJZewYw,grape-and-grain-new-york,5.0,I love this place.  Last time we had the ceviche with grapefruit and fennel and the chorizo in a poncho.  The food was fantastic!  I loved the wine my server recommended and it was a well-sized portion in an individual carafe.  It was a Thursday night and my date and I sat for quite a few hours without being rushed at all.  This is a new neighborhood favorite.,68,0,0,,
2106081,2016-02-04,hVHv9CUBdZVKMSO-oMVIXQ,barney-greengrass-new-york,5.0,This is a special old school deli/restaurant. Probably one of the best lox and bagel dish I have ever had. The white fish was delicious - it feels like it's 1956.  I highly recommend this place for breakfast or brunch. Yum!,41,0,0,,
669843,2012-06-20,nV340H_xSy7m7icIS6776A,russ-and-daughters-new-york,5.0,"I had the Fancy Delancey, which includes dill cream cheese, smoked thinly sliced tuna, and wasabi roe. While it's not the cheapest sandwich, it's absolutely reasonable for the quality of ingredients you're getting. The texture and pops of little roe eggs really knock the sandwich to another planet. However, the bagel for me was extremely mediocre. Dry, bready, and lacking in crust and chewy texture. I had a piece of herring for $3-4, which was really salty, but delicious like sushi. I would recommend eating it on bread or a cracker with cream sauce, anything to knock the saltiness down. This seems like a take out place though. I would buy bagels separately from place and then pick out your ingredients for sandwich making. I'm sure buying them individually is cheaper and gives you more food for sandwich making. Then just Frankenstein your own great bagel sandwich, slather on the cream cheese, top on your lox, sprinkle some roe, and enjoy.",161,0,0,,
3146241,2018-08-25,YrbuwfnrhEWM78bApehLmA,nine-thai-forest-hills,5.0,"My daughter and I like this restaurant. We ate dinner at this restaurant, and ordered Thai green salad, curry chicken. Food is delicious, service is good. We will be back soon.",31,0,0,,
3108104,2018-07-20,Dn9WpnFkeoyd1Wb7h-oriA,tea-garden-tenafly,1.0,"Not good.<br>Food is not tasty.<br>We ordered run of the mill items and were let down in each and every item. Boneless ribs managed to be both fatty and dry. All other meat dishes were dry and bland. <br>Portion size is small for the price they charge.<br>Big let down, I don&#39;t usually go out of my way to review negatively but I will not be ordering from this place again.",69,0,0,,
1060168,2013-11-03,u4xPrZRRWXoDXBdwMDcj5A,elmo-new-york,4.0,"Went here today for the first time for brunch.  I had the eggs Benedict, and it was really good.  The portions are really generous for $10, and the waitstaff is very friendly.  Would definitely go back again to try the margaritas.",41,0,0,,
1164551,2014-02-22,3X-gE7-tQnhZGcxaqSRApw,bar-americain-new-york-2,3.0,"Bar Americain has become my go-to bar (in a formal dining room) any time I find myself in the Rockefeller Center area with friends. The cocktails (around $14) has artfully made. Service has always been impeccable. Americain fries and the grilled pizza hit the spot, although on may say that there is more than enough cheese on it. Can't wait to have an actual meal here, but for now - this quieter restaurant and its calm bar make this place a great spot to unwind and enjoy.",87,0,0,,
722808,2012-09-01,Fbio_hP3XGglNvg2fIQzwg,saravana-bhavan-new-york-2,4.0,"Been here a couple of times and have found it as good as it is spicy, very both.  Good value too, especially once you start learning the menu.  Fun for the adventurous.  All vegetarian.  Not great service, but fairly fast.",40,0,0,,
1136479,2014-01-25,Ue0NWUgoRlOcVp5cdCX5Ig,underground-pizza-new-york,4.0,"Popped in for a quick lunch based upon the great reviews this place got on yelp. Thanks to the yelp community I had a great lunch. Tried the grandma slice and it was delish. These guys know how to move a crowded lunch line so nobody had to wait too long for their food. There is a nice seating area on the upper level too. I don't work too close to here, but I would come back.",77,1,0,,
3203990,2018-10-29,wwYQQHrOlpAur4ThV2P-qQ,le-parisien-new-york,5.0,"I had an omelet with black coffee and it was fantastic.<br>Foods came pretty fast. The amount was enough for a brunch meal for woman. <br>The server was really nice and kept providing me with coffee when the cup looks empty. <br>Gaps between tables look somewhat narrow so it can be inconvenient when go through the gaps but for me, it was  not that uncomfortable. But you might be listening to the conversation at tables next to you.<br>Overall, I was definitely satisfied with Le Parisien.",84,0,0,,
1197387,2014-03-25,JLVPVfnpNbXNNtgNXnsLvQ,bosna-express-ridgewood,3.0,"The lamb/burger super flat patty between pita bread was pretty good for being boring. Didn't leave the best taste in my mouth after putting down $9 + tip. Not worth it and wouldn't recommend this place. It's no bigger that 100sq feet including the kitchen, which was the most charming thing about this place. You, as the customer, can do way better in this neighborhood.",65,0,0,,
1459279,2014-11-09,DRT-FcIa-ls1AqCX9e5Nvg,the-dubliner-new-york,3.0,"I came here for a work sponsored happy hour and networking event.  It is on Stone Street, and although most of FiDi is a wasteland after dark, this street is buzzing with activity - especially when it is warm out, as they put communal tables in the street.   The Dubliner is a decent Irish pub.  It isn't anything too special, but it is pretty spacious, lots of dark wood, very clean and is staffed by some friendly people.  It isn't fancy, but it is definitely not divey, either.  Our group had all sorts of appetizers and we all had a few drinks.  The service was very good and we were well taken care of by the server.",117,0,0,,
989303,2013-08-15,geG7Sy5WGHSJFKJH_h22tQ,butterfield-8-new-york,1.0,"Giving a star for the fact the manager delivered our food. Poor food service. I had to call the manager for the status of our 1 hr wait for our food order. The lobster mac and cheese was cold. If i didn't, my group would have been waiting forever. Food: the only thing decent was the steak quesadilla. Everything else was salty or the salt settled at the bottom. ( lobster mac and cheese & tater tots) Drinks: the only thing that comes on time. The drinks are nothing to rave about. Never coming back again.",96,0,0,,
1495424,2014-12-10,1ht9CX3xUzjyhwkHuW-hlQ,fifty-nyc-an-affinia-hotel-new-york-2,1.0,"Let me start by saying this is only 1 star because 0 stars is not allowed! From the horrible staff, to the poorly designed rooms to the slow old rickety elevators this place is not worth $50 a night let alone what you actually pay! We requested sheets and pillows for the fold out couch they were not brought up to us until almost midnight! We had check out luggage in early when we got back to the hot el to the room there were things that were missing the items were found but we were told that we had to come down and get them because they didn't have anyone to bring it up to us? The staff is so rude so un- accommodating the only good staff member we ran into was the doorman . Perhaps rest of the staff should be trained by him would never ever ever stay here again. Do yourself a favor save yourself aggravation I'm find a different hotel perhaps the Kimberly right down the street Phyllis and location much better treatment",179,0,0,,
1907590,2015-09-23,X-Ff6z4yEl2M5sVhrjI_gw,jac-mao-staten-island-2,4.0,"Great service and amazing authentic Chinese food. Dumplings , scallion pancakes were on point. Sesame chicken was okay. Would be better if it was more crispy. Otherwise will def order again",31,0,0,,
2371045,2016-07-24,2hIYFHZcmEEzLeUG5BWCvg,chevys-fresh-mex-new-york-3,1.0,"Just walked 20 minutes to get to Chevy's in Time Square at 9:00 pm on a Sunday evening. The restaurant was less than half full, we were told by the hostess 5-10 minutes. 30 minutes later we left. No one else waiting and empty tables everywhere.  Won't ever go back.",50,0,0,,
266134,2010-07-10,EnH5DWRrlT3GhvY-eDNPYw,wave-thai-astoria,4.0,"Wave thai never disappoints- it's solid tasty thai food.  Having tried several thai restaurants in Astoria, this one is my favorite (close second is thai elephant).  It's great for delivery and for eat-in, the atmosphere is very cool and the music is good.  The dinner portions are generous and can be shared, and the lunch portions are just enough.  I like that they use real jasmine rice that is always nice and fluffy (I'm a white-rice fanatic).  The dishes that I have tried have been full of flavor and well executed- I would especially recommend their peanut curry.  Also, their spring rolls aren't greasy like other thai restaurants in the area.",111,0,0,,
3024561,2018-05-03,I4s4BBB9X9KGzBmRsCHocg,pepes-place-new-rochelle,5.0,"Definitely on my top list of favorite foods. The Thai shrimp, Buffalo shrimp, the fish, Mac &amp;c cheese, yams and collars greens are to die for. I was told about this place through a coworker and I ordered the buffalo shrimp and fries and my friend ordered the Thai chili shrimp with the fish and fries, my friend is a picky eater and he LOVED  the food. They gave us samples of the mac and cheese, collars greens and yams I&#39;m not a fan of yams and collars greens but after eating that I am now. Highly recommended, will not have a bad experience the brothers are so sweet and welcoming. Very pleased and happy with their food and service.",120,0,0,,
725117,2012-09-04,qi0mv_LikvoK_hiNQOlUfA,tompkins-square-bagels-new-york,5.0,"Delicious bagels, friendly service.",4,0,0,,
2412951,2016-10-18,16iyMh0Ycwo2CVPviw425g,the-bolivian-llama-party-manhattan,5.0,"I was in the area and decided to jump on the subway to get back to Times Square. I walked down to the station and I was surprised to find myself in the middle of the cutest subway station with restaurants and shops (later I found it&#39;s called The Turnstile). I quickly opened my Yelp app to see which eatery I would hit up since I was short on time. Bolivian Llama Party was at the top of the list. And with a name like that I certainly had to see it for myself. <br>I scanned through the reviews and knew I had to get the Saltena&#39;s. <br>Now, being latina, I am used to eating empanadas. These were completely different. <br>Yes, they are shaped the same and the concept is similar (a dough pocket filled with meat or cheese or veggies), but the taste completely blew my mind. I had the beef Saltena (the Beni): grass fed beef and aji panka. The filling was thick and soupy like a stew and had a sliver of egg inside as well. The flavors were delectable! Every bite I took I couldn&#39;t stop making an mmmmm sound! LOL The dough itself is also very different from an empanada. It had a slightly sweet taste almost like corn/sweet potatoe-y. <br>At $6 each i think it&#39;s pricey but it was more filling than usual. I can&#39;t wait to go back and try the other items on the menu. <br>Place is small, meant to be taken and eaten elsewhere. I love the decor on the ceilings and the instructions on the walls on how to properly eat one of these things!",275,0,0,,
556758,2012-01-07,TZwKmfmbzevOtOoZhlZVxA,gigi-cafe-new-york-3,4.0,"""¡Poderes de los Gemelos Fantasticos, activense!"" If I were a chocolate babka, but also had powers like Zan and Jayna of the Wonder Twins I might say something like ""Form of a chocolate pretzel!"" or ""Shape of a chocolate pretzel!"" Then I would eat myself. Yeah, good like that.",49,0,0,,
2856766,2017-11-25,VYU6vCGW72GgHAZhajjrbg,shake-shack-brooklyn,5.0,If you&#39;re looking for quick service you found it!<br>Even with the crowds and long lines the staff do a great job of getting people&#39;s orders down. <br><br>There&#39;s lots of room indoors and there is some outdoor seating as well. <br><br>I won&#39;t recommend coming here around the time school lets out lol. Could get a little crazy with all the school kids.,61,0,0,,
1857501,2015-08-21,S7F2GudBMZ7fNw9SMSqVyQ,ippudo-ny-new-york,1.0,Too salty.,2,0,0,,
753547,2012-10-17,75cdgmx6L9L_jn523K_X3Q,delmar-pizzeria-brooklyn,5.0,"GREAT PIZZAA....delivers to me even though im like a mile away. The regular slice is pretty great but I also love the white, veggie, vodka and buffalo chicken slice.",29,0,0,,
3381243,2019-05-11,LYRRRjnRWdV2kud1wZsUNA,good-enough-to-eat-new-york,5.0,"Service here was incredible and our server, Erica, was great and attentive.  The French toast comes with a delicious strawberry whipper butter which was a perfect accompaniment.  The Omelets were delicious and came with biscuits (which is a nice change from the usual home fries).  The manager was super nice and friendly - gave us the table we wanted.<br><br>I would definitely come here again.",64,0,0,,
2029054,2015-12-19,baI-1-bwAjtrY9fmn1Dp2g,tony-the-dragon-dragonas-new-york,5.0,"For the quality of meat and the quantity they give, this place is better than all other street meet I've had. I got the grilled chicken and ribeye combo platter, and though I'm not a big grilled chicken breast fan, the ribeye didn't disappoint me. Get the ribeye - trust me. The combo cost me $12 ($10 + $2 for the combo) and it was a lot of food. You can ask for a gyro platter too, even though it's not listed on the platter menu. I don't live around there, but I'll be back for that soon.",98,0,0,,
1365342,2014-08-20,WjJebWB08sflRmVxmeYK7A,good-stuff-diner-new-york,5.0,"LATE NIGHT DELIVERY REVIEW: With a wonky sleep schedule due to going out a bit too much haha, we were still up around 4am & were starving. There were like 5 places on Seamless to order from & I was hesitant to order from any of them. It can be such a hit or miss thing that late a night, & it typically always ends up being a miss. I am SO happy we ordered from them though! Some of the best food I have gotten off Seamless my whole summer in NYC! First off, the food arrived within the time they estimated & on top of that, the packaging was the best I've seen. It was completely organized in the most efficient way & everything was set up so neat & the food was burning hot & fresh. I hate getting food delivered when everything is spilled, slimy, cold, or shoved in a bag with a drink leaking everywhere. It instantly makes me wanna not eat it. But this food was packaged and organized perfectly. The food itself was amazing. I got the Penne Alla Vodka & my friend got the grilled salmon with mashed potatoes. My other friend got the appetizer sampler which included chicken wings, mozzarella sticks, & potato skins. I tried the pasta obviously & the appetizer sampler & they were both delicious. The pasta was cooked well & there was the perfect amount of really flavorful sauce. The food in the appetizer tray was still crispy & crunchy & everything tasted amazing & I don't even really like chicken wings. I didn't try the salmon but it looked really good. The portions are also HUGE, so know that when you order! Overall it was a great experience & MAYBE I just got a miracle order, but I have placed another late night order here so I will see if it is just as good!",319,0,0,,
317525,2010-11-06,SDytcPY5fiuuDbTkPE8GyA,malecon-restaurant-new-york-2,4.0,"I saw Ravi J's review and his reviews are spot on so I knew I had to go! More like 4 and a half stars. I have been to several locations of  Pollo Ala Brasa Mario , Flor De Mayo, several locations of Pio Pio and several others. In my opinion the chicken is better here ! This place has a different flavor. It is more Caribbean style. It is saltier than other places. I like salt so to me that's a plus!  It also has a cilantro based green sauce. The restaurant has a big menu along with desserts, shakes and a breakfast menu. They also have fish ,soups and salads. It is a full scale restaurant. The service is very accommodating. They also have a bar with beer and they have a beer special. It is 5 Presidente beers in an ice bucket for $10.00 The cafe con leche is delicious. The rice, desserts, and everything about the restaurant was spot on.  I didn't have mixed feelings. This place is great! It's been discovered it is pretty crowded.",180,1,0,,
3634654,2020-03-05,KkHrtInM2cYYFGOMZ6Gm5g,cbar-and-lounge-jamaica,1.0,"To say what c bar is. The location is great right of j train and two bus routes. The staff that work there is something to be looked at and or said something of. One they are rude at time when you need a drink, or they are just out right nasty.they miss charge you for drinks and the food order they can&#39;t get it right. I got someone else order. The food is not all that good to begin with. Too much oil, to much fatty ness with curry and other fried dishes. <br>Now to the owner Charlie he was very rude to me and my friends that visited. Charlie is too ignorant about the people who visit this establishment at any time.<br>Be warned and This place. Not the best!<br><br>The review stays up!",134,0,0,,
1760933,2015-06-22,amN5qyarPA1xsxayoxWNOA,the-rum-house-new-york,5.0,Marc at Rum House was completely amazing!!!! He was a perfect introduction to my first time being at the rum house.... He had great suggestions and was a great conversationalist! He made me feel right at home! Very enthusiastic individual! I'll be back soon to visit!!!! = ] (  not to mention he made the best cocktails!),57,0,0,,
84810,2008-11-03,L-5NjRMaE5KClXYJk8HVcA,gramercy-park-hotel-new-york,1.0,"roof club brunch: good company, horrible food. the concept of brunch here made me hesitant. i thought the food might be an afterthought... and it was. crab cake eggs benedict was like hardboiled eggs over english muffin with potatoes even a dousing of tabasco couldn't salvage. so julian schnabel did the design. big deal. hang on... let me go masturbate in the bathroom and snort a fat rail. i'd rather eat good food on thrift store sofas. eggs benedict + bloody mary = 60.00",84,0,0,,
3572679,2019-12-15,pCd7kRnLu3awg58ddv2rAQ,obicà-mozzarella-bar-pizza-e-cucina-new-york-3,3.0,"The place looks amazing , atmosphere is nothing less than perfect .<br>Food is just ok <br>Bread was old and dry , pasta was ok , nothing more .",28,0,0,,
1659041,2015-04-11,A8elqM2UfXFvZjzb8MRduQ,miss-mamies-spoonbread-too-new-york,1.0,"Well, where to begin.. EVERYTHING takes forever.. so come hungry only if you want to starve.  Ordered sweet potatoes pie to go, just a slice, didn't require heating.  Well 10 minutes later we were still waiting.  Only effort required... put it in a box and take my money! If you want your food the same day, come the day before!",60,0,0,,
1572048,2015-02-07,7jJnys4bOtxAUHyqajpRxw,raku-its-japanese-ii-new-york-2,2.0,"It breaks my heart to write this review, but I can only give this place two stars.  This was my go-to place for sushi in the UWS.  Fast, friendly, both dining in and delivery, I had such great experiences for the last year or so.  I'm not even a massive sushi fan, but here it was always fresh and delicious, and their hot meals (teriyaki chicken, yummm) were great too.  But something seems to have changed in the last few months.  Two out of the last three times I was here, the sushi has smelled fishy.  The first time we didn't say anything, we just didn't eat it all, thinking it was a fluke (no pun intended...).  This last time, even as the waitress was setting the plate on the table, we both just looked at each other, as we were overwhelmed by a fishy smell.  We tried one piece and asked the waitress to take it back.  We got another roll to replace it, which was ok, but by then we didn't really have an appetite for it anymore.  When we got the check, the first two rolls we sent back were on it, the replacement was not.  That didn't really make sense to me, but by that point we had already seemed to have confused the waitress enough and I didn't want to cause more of a fuss, so we just paid the bill and left.  It makes me sad to say, we won't be back.",248,0,0,,
192589,2010-01-03,dZVlVdmJpXxHvRvSS53RNQ,brooklyn-bowl-brooklyn,2.0,"This place is awesome. If it weren't for the attitudes of the staff, they would have scored much higher. We went on a Saturday Night with a group of 8 to celebrate my wife's birthday. I had called to inquire about the cover for a Saturday night, and was told at 6pm they didn't charge one. 6pm we show up, and its 5 bucks at the door. Not the biggest deal, but hey, I'm not here to see this cover band, so whatever. We signed up on both the bowling and the dining list. Staring down a 3 hour wait for food, and 4 for bowling, we started off right with a whole bunch of beers. After 3.5 hours, I went to check with the Host to see where my spot in line was. She said they had called me and I didn't answer, so I had been scratched off. The way it works is, you give your cell number, and they call. Guess what? My phone shows no missed calls.  We finally get seated, and let me say, the food is incredible. We got a healthy ( not meaning its good for you) cross section of their offerings. everything was amazing. 4 stars for food, hands down. The server brought the check, and basically told us to take a hike, they needed the table. I didn't mind so much. Clearly there is was wait. Next we wait around for another hour or so for a lane. We finally get one, and bowling commences. The lanes here are great. Perfect amount of slide. Fast resets. It really has everything going for it. 1.5 hours into our 2 hour maximum allowed time, we're told we need to start wrapping it up. WTF? There is still time on the clock. Long story short, Brooklyn Bowl has a lot going for it, but the staff really don't make me thrilled to come back. I will. Maybe next time it'll be better. .",329,0,0,,
3647450,2020-04-25,3jjeTCPsgTWAV0wPlTfz2g,ginger-and-lemongrass-whitestone,1.0,"The food is always good but the order is almost always wrong. Whether you eat in the restaurant or order takeout, the order is always wrong and you don&#39;t get what you ordered",33,0,0,,
2629498,2017-04-30,NesvWzHYMhXycSCtZWSz0A,off-the-hook-raw-bar-and-grill-astoria,5.0,"This a casual seafood place with a great atmosphere and excellent food! Drink menu had plenty of variety &amp; there was a serious rum menu. My wife and I went here for her birthday and we both really enjoyed it. We shared lobster Mac &amp; cheese, baked bay scallops, sautéed string beans and Fish &amp; chips. The food was very fine and high quality. There is a nice little outdoor area that we highly recommend. We will definitely be back!",80,0,0,,
674090,2012-06-27,hj82tAHaDXSUdusSm-3hdA,bagatelle-new-york-2,2.0,I hate loud noisy places especially when they're expensive..,9,0,0,,
1942546,2015-10-18,uCwWsAJfB-YrcSXcbl8t0g,hatsuhana-sushi-restaurant-new-york,5.0,The box of dreams is really nice. Very fresh.,9,0,0,,
1951593,2015-10-24,F1AA5Z5AaseEOGTMtKdBNA,justinos-pizzeria-staten-island,4.0,"I order from Justino's at least once a month.  The food is great and the delivery is fast! Their grandma pie my and eggplant wraps are my favorite's. If something that you want isn't on the menu, just ask and they'll accommodate you, which is awesome. I'd skip the zucchini sticks and mozzarella sticks though, they're generic and bland.",59,0,0,,
1750834,2015-06-15,QCtb3Ix1MXaw4Jf49CK39A,mapo-tofu-new-york,4.0,"My favorite Chinese restaurant in the area.  I actually fell into a mild despondency one day when it seemed like they were no longer on Seamless.  Must have been a weekend issue because all is right on the world and they are delivering in every sense of the word. The dan dan noodles here are my favorite in the entire borough.  Maybe the entire city.  If it's your first time here (and you're okay with a little spiciness), do yourself a solid and order it.   Everything else is solid to great and I don't think you can really go wrong with this place if you're looking for some authentic Chinese food. Reaching for the water after a deliciously savory bite here is like throwing your taste buds the Chinese version of a Fourth of July fireworks extravaganza except even better because we invented fireworks and just failed to weaponize it effectively but that's more of a pro than a con because you don't want your food to be weaponized.",169,0,0,,
2027578,2015-12-18,io3msXjUQtW9JiLnYhVWzA,benny-tudinos-pizzeria-hoboken,5.0,"Cash only, and ask for the pizza well-done. It's delicious! Like mine with sliced mushrooms or black olives. Just plain good pizza. Nothing more to it. The great big slices are a fun tourist attraction. We love Benny's!",38,0,0,,
3380120,2019-05-10,8UmXFgcJMrZTqdcLud5T4g,ital-fusion-east-flatbush,5.0,"Just bought lunch here for the first time. I had the chickpeas, tofu, kale, eggplant, and a mango sea moss beverage. The meal had all the delicious Caribbean herbs and spices. Tasty! My only regret was not ordering a larger serving.",41,0,0,,
613161,2012-03-26,xY07diqIjrn1X370qCHcfw,riverwalk-bar-and-grill-roosevelt-island,4.0,"Good service, good burgers",4,0,0,,
3596288,2020-01-13,GjU26BHs96jbqDEcAQ2G1g,central-plaza-diner-yonkers,2.0,"The first couple of times that I ate here is was good enough for me to come back but this last time, the young lady at the cashier had terrible customer service. I told her no meat and my meal came with sausage and bacon. When I pointed it out she was barely paying any attention to me and took the next call. I sat waiting until I just eventually left. Ruined my morning. I could only ate the portion with no meat on it.",85,0,0,,
1063367,2013-11-07,awaidvqxPJQdsLKpZT0nCg,tacos-y-quesadillas-mexicanos-woodside,5.0,"My last meal in four days of running up and down the #7 train line in Queens hunting great food is right here at a simple cart. That moment when you don't even bother thinking about checking the rating on place before making a decision to eat. I mean, after all, isn't that pretty annoying? Yea, sure, I do it plenty, but I took a chance here and absolutely scored. Little risk, really. There are *so* many good eateries within a few blocks of here that if you aren't good you're gonna get your butt handed to you on a platter. Three tacos to go, eaten standing up (Tip: spread your legs wide). Pollo with a splash of avocado, carnitas and beef. Double wrapped corn tortillas, sprinkle of onions, cilantro and a couple of limes to squeeze onto each. Simply a mouth watering experience. Fresh, clean, bursting with the complicated goodness that a taco provides by mingling the protein of the meat with the burst of onion scent, the aromatics of the cilantro, the citrus burn from the lime, a touch of sauce. A match made in heaven. Finishing the last bite I wiped my fingers on the single napkin provided, dumped the sack into the trash and slung my bag over my shoulder and headed to the bus that would take me to La Guardia. As an ever so slight rain hit the bus on the way to my flight I was already missing the phenomenal food experience that is Queens. My work here is done. I'll be back.",260,0,0,,
3544308,2019-11-09,koZOsYC4ftFeF4xhFW5bsg,sarabeths-bakery-new-york,4.0,"Took the family here for breakfast during our vacation to NYC.  Was expecting a bit more of a Chelsea market, but basically found this place by following the crowd.  Everything we had was fresh and had excellent taste/presentation.  Kid friendly and excellent service.",43,0,0,,
766692,2012-11-08,JTwj2uv6y210eO5hhTTvBg,b-bar-and-grill-new-york,4.0,"Great food and ambience, especially in the summer. Great filtered light in their courtyard to enjoy the heat of the summer with a little bit of shade. Good is great, and would highly recommend as well. Also, just opened a Taco window which is awesome!",45,0,0,,
1088938,2013-12-06,loa1cwpMcptE0b7bxXTtzQ,tagine-fine-moroccan-cuisine-new-york-3,5.0,"I have never written a Yelp review before, but the service here definitely deserves recognition! I have eaten everywhere, from small hidden Gems to the bigger places places like Wolfgang Puck's, and I tell you here presentation is everything! Every meal is brought out in amazing clay like pots, steaming, boiling, crackling! It's almost like they put on a show with the way one is presented and served a meal. It was quite an experience to dine at this restaurant, it is warm, cozy, romantic, live entertainment was provided, I was even served by the owner herself! I felt like a VIP, it was sensational! I couldn't contain myself. The food was very flavorful, and full of fresh veggies and nuts. Yum. The portions are very large, I don't know what these other people are talking about, you could quite easily order 2-3 appetizers and split a meal, the portions are very generous. And the bread is large, and fresh. It's baked to order! Food takes a bit, but, it is all stewed and baked, that doesn't happen in 5 minutes, it's almost like the other reviewers have never been to a quality restaurant with very traditional cooking. If you want fast food, literally, then go to BBQ's, or Applebee's. You want really cheap and quick food, then go somewhere of quick and cheap standards. Here you pay for quality and value. I have heard many great things about this venue from friends and regulars, but going there and experiencing the atmosphere totally took my breath away. I remember sitting there and thinking the entire time, ""this is what dining out is supposed to be, this is how it should always feel.""   I felt like a special guest in a special place. Can't wait to go back!",297,0,0,,
1741557,2015-06-09,U36tx2XbiuuzKXhSnK2aag,vis-à-vis-brooklyn,5.0,"By far the best food, service as well as atmosphere out of all of the restaurants in the area. The music in the restaurant is always incredible and you will always have a fun time here! Vis a Vis is very tough to beat!",44,0,0,,
1346988,2014-08-06,fHH6b6yDm1PSoC0G7VPRdA,hana-japanese-cuisine-new-york,2.0,"I ended up ordering from here since I kept thinking about my salmon tartar salad that I like do duplicate the old Friend's House recipe. I haven't ate it yet, but the dressing didn't look too great, but we will see. This review is actually about the salmon skin salad - I really should just give up on this dish. I haven't had a good salmon skin anything since I moved to New York. I haven't had one where the skin was super crispy and this place didn't do the dish right and they put spicy mayonnaise on top of it. Not a good pairing for the fish. It was very off putting and I need to remind myself that they like to butcher the fish here if you get the spicy salmon roll and again add the spicy mayo to go with it. It is basically a salmon salad roll. The place where I went for spicy tuna, was they add a spicy oil and flakes to the fish.  They pretty much minced the hell out of the meat and throw in some spicy mayo and call it a day. I need to stay to the basics here....don't go all crazy here.",203,0,0,,
2412742,2016-10-17,ANGtcG9sbBztKyI38NkWKg,the-door-jamaica-3,2.0,I was underwhelmed. Everyone always speaks so highly of this place but the salmon dish i had was sub par.  The interior of the restaurant looks gloomy and grim. Something about the carpet just makes the ambiance look outdated and old. The silverware and glass I had was very streaky. The dishwasher must have been broken at some point. <br><br>Why did I give it two stars? My virgin piña colada was good. Would I come back? Perhaps but not sure I&#39;d have a meal. Maybe some appetizers and drinks.,89,1,0,,
3766734,2021-04-17,P-T8Mqp5Hk9u6tmqRWuiJw,gratitude-cafe-brooklyn,3.0,"We were nearby the Brooklyn Botanical Garden earlier and stopped by this place for dine in.  I got the turkey avocado tomato sandwich on a baguette which came with chips on the side.  The baguette was nicely toasted and it was a tasty sandwich.  My wife got the egg bacon avocado sandwich on gluten free bread for $1 extra.  Also got a large drip coffee for $3.  All in all, I would give this place a strong 3 stars and would highly recommend.  Price wise, the items are very reasonably priced.  The staffs are extremely courteous and helpful despite the wait time to receive the order took a little longer than what we liked.  Still, very great atmosphere and there seems to be a lot of regular costumers flow.",129,0,0,,
2814121,2017-10-12,vmOxHOubHMVE6Hxe1VwvsQ,market-table-new-york,5.0,It was Saturday night at 7:30 pm and I walked in with 5 people and they were able to seat us right away! The service was excellent and the food was absolutely delicious. I love the ambiance and the decor. I have dietary restrictions and they were very accommodating!,49,0,0,,
3722734,2020-12-12,C5Obuez-qPI3uX5pYK6_SQ,the-plank-pizza-co-beer-parlor-saddle-brook,5.0,This was our first time here this place is so cool what a .great atmosphere the food is amazing staff is amazing and the manager Mark goes out of his way to make sure everything is perfect for you we only wish great things for this place and to survive this pandemic  you have to try this place for yourself!!! As far as craft beer goes at least 25 to choose from not to mention the whole cooler full of all kinds of stuff!!! We will definitely be back!,89,0,0,,
2344749,2016-07-01,EsXqWQ4_9vGbR9VOZb-HHA,arepa-lady-2-jackson-heights-3,5.0,The wait staff is amazing. They were so kind accommodating out bachelorette party. I highly highly recommend the chorizo arepa and any of the cheese filled ones. The mini arepas only come the cheese variety which is a bummer but delicious and affordably non the less.,46,0,0,,
934916,2013-06-14,eFGwJt0oJzYOloP0szDpyA,harlem-tavern-new-york-2,1.0,"I just discovered in my profile that I had not ""finished this review"".  So, I just posted it (June 2013).  It's probably important to note that I wrote this exactly a year ago when they first opened.  So- take it with a grain of salt; they may have worked the kinks out!! Terrible service, poor food. Server continuously got our orders wrong over & over. Cool atmosphere outside but ruined by the awful service despite the manager's attempts to rectify the situation.",82,0,0,,
