,index,date,user,item,review_rating,review_text,review_length,has_references,Example,Unnamed: 9,Unnamed: 10,prediction,answers
99,510869,2011-10-20,6AVTnerXtz24jSD-rpLHLw,big-apple-chinese-and-japanese-restaurant-flushing,4.0,"Great family own restaurant. I've enjoyed more than a handful of meals at Big Apple!  The staff is always nice! Not pushy, not snotty, nor in a rush to get you out. Just nice good people. Now the food. sushi and Chinese menu. No need to go two different spots. You can have a regular menu or all you can ear for a super low cost. At the moment 19 bucks! Amazing. Food is fresh and the restaurant dinning area is casual but clean. I order delivery and at times I may pay more that way. Might as well visit the actual restaurant. There is a spot across the street, also good but I give thumbs up to apple  for the reasons above. :0)",124,0,0,,,0,"No reference.

The review describes a personal experience and preference, praising the restaurant's atmosphere and food quality. It doesn't mention or reference other reviews or external opinions."
100,2327980,2016-06-21,kC_k1womuARp3gs4u_lrOw,flavors-new-york,4.0,"I always come here for their salads. Unlike other places in the area (Chop't or Just Salad), Flavors doesn't charge extra to add avocado to your salad. I LOVE avocado so I make sure to order it in my salad every time. They have a lot of other options too: sandwiches, soups, pasta, and make-your-own-quinoa bowls. I've tried the quinoa bowl once and it was alright. I much prefer a salad. Try to avoid coming here during the prime lunchtime however! The lines can be quite long. I usually get here around 1:15-1:30 and am in and out of there within 5 minutes.",103,0,0,,,0,"No reference.

The text describes a personal preference and comparison to nearby establishments, but does not mention reviews or opinions from other sources."
101,3278477,2019-01-17,Tj94C9eApYRTwoJN94at8Q,white-horse-tavern-financial-district-new-york,5.0,"Neighborhood gem because it&#39;s not pricey, compared to Stone Street. Cash only. Super loud music, fun and chill environment.",19,0,0,,,0,"No reference.

The text describes the restaurant's atmosphere and value proposition but doesn't mention reviews or comparisons to other platforms."
102,2769502,2017-08-29,bBCQG7qLwv2mCgFezqhdOw,kabul-kabab-house-flushing,1.0,The most pathetic Afghan food I have ever had. Beef Koobideh was hard as rock with the only flavor recognizable was salt.<br><br>Chicken  Joojeh was dry as well. I don&#39;t know how this place is surviving. I am from California and know Afghan food.<br><br>Server/Manager need to smile so at least my food can taste better.<br><br>Never again,55,0,0,,,0,"No reference. The review focuses solely on the negative experience with the food and service, without mentioning any external recommendations or comparisons to other reviews/establishments."
103,1715833,2015-05-22,au3wLwslaDsp_PxyJp5zhw,haven-rooftop-new-york,3.0,"I'll keep it as short and sweet as possible: The ambiance is AMAZING! Love it, it's so live, but the food was kind of a let down, as I've had better steaks in less expensive places.The salad that came with the steak I did not like, it seemed as if they took a handful of spring mix from the box and threw a sad amount of what seemed to be dressing. The prices were reasonable and the drinks were also not bad. Great place to ""chill and converse"" but if you want to do dinner, go else where.",98,0,0,,,0,"No reference.

The text describes a personal experience and comparison to other places, but doesn't mention Yelp or other reviews."
104,2672557,2017-06-07,doqlG5FhY3aJwNepca2SBw,applebees-jamaica,1.0,"Horrible experience with my coworkers during lunchtime!!! If I could give zero star rating I would . Where do I begin ? How about with the super slow waitress who took forever to place our order then disappeared to the back of the restaurant for a meeting ? My co- worker ordered a chicken sandwich and asked for sauce on the side . Tell me why it was served to her drenched in sauce . Someone who was not our waitress apologized took it back and said they will quickly remake it . Literally 20 minutes later the original waitress returns and says they cannot make it without the sauce and inquired if she would like another order . Ummmm no thank you . I mean we already waited 25 minutes for first order to come out and then another 20 thinking it was being remade ! Now to my order , which should have been simple . It was their American Standard burger . Somehow they managed to forget all the basic trimmings on it ..lettuce, pickles , onions etc and slipped some pinkish sauce I have never seen on it before . I didn&#39;t even bother to send it back since I was in a rush to return to work. My other coworker ordered a Caesar Salad and it was missing the parmesan cheese topping . Honestly stay away from this Applebee&#39;s, it is run by a bunch of incompetent and slow staff!!! I hope the CEO is reading these reviews...get it together !!",256,0,0,,,0,"No reference.

The review focuses solely on describing a negative personal experience and doesn't mention or allude to reviews or opinions from other sources. It ends with a direct message to the CEO, but not in reference to external reviews."
105,3654338,2020-05-31,9Y2NmfyJpmxBz-IHSkkjIA,java-day-cafe-flushing,5.0,"Ordered breakfast here for takeout today, and everything was great! We ordered:<br><br>1. Breakfast quesadilla<br>It was good and fresh! However it doesn&#39;t come with standard quesadilla toppings (like sour cream, guac) or condiments (salsa) so I just ate it with stuff I had at home.<br>2. French toast (plain) <br>Really good! Not too sweet. Would be nice if it had at least a whipped topping but hey the toast itself was the perfect thickness, consistency, and flavor, so I have no complaints.<br>3. Hash brown wrap<br>Really heavy dish! My hungry husband ate it all and at the end said he would order it again next time<br>4. Coffee <br>Simple, fresh, and good.<br><br>Overall a no frills kind of place with solid food. What more can you ask? I&#39;m so glad I found this place on yelp! We can&#39;t wait to order from here again. Won&#39;t be needing to try any other diners in the bayside/auburndale/Murray hill area for solid American breakfast food. Will try their other coffee drinks next time!",165,0,0,,,1,"Reference to other reviews.

The text explicitly states ""I found this place on yelp!"" indicating it was discovered through the review platform."
106,3334345,2019-03-19,aL9comgLL88MRtdnCx7miA,johns-of-times-square-new-york-2,5.0,Ruben was wonderful! Excellent service and recommendations! Will definitely be coming back. Best pizza I&#39;ve ever had!!,17,0,0,,,0,"No reference.

The review simply expresses a positive experience and doesn't mention any external sources or comparisons to other reviews or establishments."
107,3147799,2018-08-27,iWcro-lxsW9WSwRLiszJmA,new-delhi-palace-hackensack-5,1.0,Terrible food. My whole family felt uncomfortable after a lunch here. Taste was not great either.,16,0,0,,,0,"No reference.

The text describes a personal experience and opinion about the food and atmosphere without mentioning any external sources or reviews."
108,3144077,2018-08-23,FYCvAu6nqzGSFllmlWriwg,champs-diner-brooklyn,3.0,"I really, really, really wanted to be impressed by this place but I just wasn&#39;t. <br><br>The line was crazy on a Saturday night which we could expect and we put our name on a list to be served, we came 2 minutes before cutoff for the list return time and were told that we were taken off. Fine, they still prioritized us for seating. <br><br>I got a reuben and yikes, maybe I should have gotten another item. It was good, in the sense that someone put effort into making it but it just wasn&#39;t that whole wow experience. My boyfriend got a breakfast plate and the tofu tasted meh, bacon tasted like what the tofu should have and the sausage tasted like bacon. Service was fine but I really didn&#39;t see what the hype was about. Yeah it&#39;s trendy and cute but I&#39;m probably not going to go out of my way to get into bk to come here. I was expecting a vegan Mecca as they call it and found an overly hyped spot",175,0,0,,,1,"Reference to other reviews.

The phrase ""as they call it"" implies the reviewer is referencing a common description or reputation of the restaurant found elsewhere (likely online reviews or word-of-mouth). They are contrasting this perception with their own experience."
109,2120320,2016-02-14,m_bV8iK98P9xx638whARfQ,georges-new-york-new-york-2,1.0,"Food and service is terrible. Ordered oatmeal which didn't even come with any flavor or fruit. It was just a bowl of flavorless oatmeal. The omelette I ordered ended up costing $20 because the server added extra substitution charges such as replacing sausage for turkey sausage and charging me extra for onions when the omelette didn't even have the onions or me even ordering onions.  To make things worse, the egg also had egg shells in it. The waiters seem like the bus boys and the owners needs to figure his place out. If you are not a tourist, don't bother going into this place. I rather go to McDonalds for breakfast. The server was completely rude and ignored me (as me telling him I didn't even order onions on the egg and him charging me for it but then completely ignoring me).",143,0,0,,,0,"No reference.

The review focuses entirely on the personal experience and opinions about the restaurant's food and service, without mentioning any external reviews or comparisons to other sources."
110,3107716,2018-07-20,s6CB8sohXlCL6XZDgAy3SA,paulie-gees-brooklyn,4.0,"Great atmosphere, really good customer service, and great pizza. The ambiance is warm and intimate (and decidedly hipster), and it gets quite busy. I got there at 6:30pm on a weeknight and it was already pretty crowded but we only waited 20 minutes for a pizza. I love that they have so many vegan pizzas and I tried three of them. The green jackie was good though I saw zero jackfruit on it, and the vegan ricotta and seitan sausage was also really good. It didn&#39;t taste as much like vegan sausage you find in stores (which I prefer), but this stuff is homemade so it&#39;s fresher and likely healthier. I can&#39;t say it was the best pizza I ever had (I swear by Screamer&#39;s vegan pizza), but it was very good and it has a great ambiance.",138,0,0,,,1,"Reference to other reviews.

The user explicitly compares the pizza to another establishment (""I swear by Screamer's vegan pizza""), indicating they are referencing other reviews/experiences."
111,3567807,2019-12-09,_1RwCVnHR_CeTQgWJqNS-g,juice-journey-cafe-edgewater-2,5.0,"So many healthy options to choose from. They definitely take care of you if you have diet restrictions or enjoy vegan options. Not only are the smoothies tasty but the employees are so genuine and nice! They always have samples of their food to try, I would give 10 stars if I could!!",53,0,0,,,0,"No reference. 

The review simply describes a positive personal experience and doesn't mention any external sources or comparisons to other reviews/establishments."
112,2431571,2016-11-04,mMSyfi5hsg9nJF2Lg_uQvw,favela-cubana-new-york,4.0,"Awesome food and atmosphere, the croquettes were bomb and the service was great! :) <br><br>I had the gaucho steak and it was delicious, so we&#39;re the yuca fries. Overall great experience, just a bit on the pricier side so keep that in mind.",43,0,0,,,0,"No reference.

The review describes a personal experience and doesn't mention other reviews or external recommendations."
113,1133245,2014-01-21,jS7Kx-f4mZ1heGSCjEhIug,mediterraneo-new-york,1.0,I was shocked at how bad the service was. The food was ok but the service absolutely terrible and the owner is extremely rude.  He felt that his server deserved a higher tip then what we left and took it upon himself to charge an additional gratuity on the credit card. Keeping in mind we were a party of four people so he could not claim an additional charge for a large party.  He was very argumentative and rude when we refused to sign the bill.  I will definitely be reporting this establishment to better business bureau.   Dine at your own risk!,102,0,0,,,0,"No reference.

The review describes a negative experience and mentions reporting to the Better Business Bureau, but it doesn't reference or allude to other reviews or online platforms like Yelp."
114,279566,2010-08-08,dADCfXaXZH5cBNcdGjB41Q,el-centro-new-york,4.0,"I went here on a Wednesday night and we were seated in about 10 minutes.  I ordered the mahi mahi tacos and they were awesome.  Two small tacos, but enough for me.  My friends ordered the cheese enchiladas and the chicken chilaquiles (these can be skipped if you are not used to them in general). This looks like a fun place to come with a group of people and next time I will definitely try the margaritas!",77,0,0,,,0,"No reference. 

The text simply describes the personal dining experience and doesn't mention any external reviews or comparisons to other establishments."
115,362750,2011-02-08,yDm4nX0U830eJ6tQE9KZZw,alis-restaurant-brooklyn-3,5.0,"Ali, the owner / chef / bartender / neighborhood character behind the awesome 280 cafe and lounge had a revelation in the kitchen. He called his creation ""Cilantro Fries"" and dinning in Bushwick has not been the same since. You can't go wrong with this place - its unpretentious and just plain good.",53,0,0,,,0,"No reference.

The text describes the establishment and its owner but doesn't mention reviews, ratings, or comparisons to other platforms."
116,298263,2010-09-20,kwLjahEd7YrUHS2c84JfAw,corner-bistro-new-york,5.0,"Drool is running down my chin as I think to my last Corner Bistro burger and beer.  Small, dark pub. Juicy burgers-only menu.  The perfect setting for a secret and satisfying rendevous of burger-lovin'.",34,0,0,,,0,"No reference. 

The text focuses solely on describing a personal experience and preference for the restaurant. It doesn't mention or allude to any external reviews or opinions."
117,3011405,2018-04-21,s8GsNvPjms-tv5ARqCKM_Q,veggie-castle-ii-south-richmond-hill,2.0,The food is great but the customer service is so deplorable that it&#39;s extremely difficult to have a positive experience her. Staff act as if it&#39;s problem to serve. Staff need professional development ASAP.,34,0,0,,,0,"No reference.

The review focuses entirely on the personal experience and the quality of service received, without mentioning or referencing any external sources like reviews or recommendations from elsewhere."
118,2159550,2016-03-08,ACTIu-DlRAXdAkNOKnC0Lw,gigis-pizza-whitestone,5.0,"I Always stop by here when im in the area, i love the staff almost as much as i love the pizza! The owner is always very friendly he always greets the customers. The staff always makes my orders exactly how i want them and they remember. The baked ziti is amazing too!",53,0,0,,,0,"No reference.

The text describes a personal experience and appreciation for the staff and food, without mentioning any external reviews or comparisons to other establishments."
119,2202200,2016-04-03,iU_9ML3WFlJpPaepXshdfw,tuttles-new-york,1.0,Terrible establishment run by an few male chauvinists who know nothing about customer service. Went there for brunch and was served pancakes that were absolutely charred. When I asked for the strawberries that were advertised on the menu with the pancakes the server returned with a couple of strawberries in a small dish. Server seemed apologetic and frustrated. The Garden out back is quite beautiful and probably the only thing that keeps this place alive- don't throw your money down this bottomless pit.,83,0,0,,,0,"No reference.

The review focuses entirely on a personal, negative experience and doesn't mention or reference any other reviews or external opinions."
120,3546562,2019-11-11,0HKSwlQfMzqO_B430LHZhA,fresh-and-co-new-york-city,3.0,"This place is everywhere in nyc. You can bet on having a salad that tastes pretty standard. I&#39;d say for what I paid for, I wasn&#39;t impressed with the flavors or the serving size.. I need more food! <br><br>If you&#39;re pressed for time, just need to chug down some food and don&#39;t want any surprises, you can count on this place. But I, knowing what I know now, will not return to this standard place! I need some adventure!!",79,0,0,,,0,"No reference.

The text describes a personal experience and opinion about the food, but doesn't mention or reference any other reviews or external sources like Yelp."
121,1070217,2013-11-14,OVbCqnm8g8GxmgKxPYlgpw,pho-grand-new-york-2,3.0,"Came here yesterday after seeing such great yelp reviews. I got #2, small - pho with fresh eye round, tendons and other items (I don't remember). The noodles and the fresh eye round was fabulous. The noodles are slightly thinner than other places and was cooked just right: soft and chewy. The beef was fresh. But my only complaint is the soup, thus why I gave Pho Grand 3 stars. Two important qualities of pho beef soup to me is 1: how hot the broth is 2: how long it lasts in my tongue and carries through with the noodle. The broth was not hot enough to slightly cook my bean sprouts and beef. My broth turned pinkish because of the raw beef, but the beef didn't cook a little more, it was basically a disc of pink meat. While some people prefer this, I don't, because pho is not steak carpaccio on top of noodles. Also, the depth of flavor in the soup was short-lived. When the soup first entered my moth, it was mellow beef, great but soon after, there was no substantial taste. Eating the soup along with the noodle almost felt like the soup was whispering ""help! I barely exist."" I also got Vietnamese spring rolls, they were standard, but a little on the skinny side.",220,0,0,,,1,"Reference to other reviews.

The phrase ""after seeing such great yelp reviews"" explicitly mentions a source outside of the personal experience, indicating a reliance on and awareness of other reviews."
122,2225544,2016-04-18,xNOStYfccBZ-2_GRhsJW5w,xian-famous-foods-new-york-6,5.0,"DELICIOUS. Let me start out by saying that I lived in China for a bit and found it SO HARD to locate a place that would give me authentic noodles. AND THEN I FOUND MY MECCA This place. is. Everything. The wait is totally crazy but worth it because its cheap and tasty af. This is the real deal, not your run of the mill chinese place.",67,0,0,,,1,"Reference to other reviews.

The phrase ""not your run of the mill chinese place"" implies a comparison to other establishments, which is a common element in reviews and suggests the reviewer is referencing the broader landscape of Chinese restaurants."
123,3732323,2021-01-14,DEVHYWwI8HhM0unFmhYzeg,bk-jani-bushwick,5.0,Amazing service! The staff is great and the food is cooked perfectly. Would definitely recommend to anyone in the mood for well cooked flavorful burgers or chops!,27,0,0,,,0,"No reference.

The review simply describes the experience and doesn's mention any external sources like reviews or recommendations from other platforms."
124,3658924,2020-06-23,9l2tvJ5LP3pLUF7IyzzGKA,zoma-new-york,5.0,"zoma we miss you! please open soon, please! <br>(for others: best ethiopean food in nyc hands down)",17,0,0,,,1,"Reference to other reviews.

The phrase ""best Ethiopian food in NYC"" implies comparison and endorsement from external sources, suggesting it's a popular opinion derived from other reviews or recommendations."
125,2279084,2016-05-22,kT78sUaoOSvrYpRh_Y7pRA,trattoria-zero-otto-nove-new-york-8,5.0,"We thought the food was wonderful.  We had beets and burrata for an appetizer.  We enjoyed the pizza with the butternut squash purée, spicy pancetta, smoked mozzarella and basil, plus the pork chops.  All item were delicious!",37,0,0,,,0,"No reference.

The review simply describes the food and experience without mentioning any external sources or comparisons to other reviews/platforms."
126,616833,2012-03-31,G739UEnDlsQIe4lNypITYw,ise-menkui-tei-new-york,5.0,"This is hands down the best ramen I've had, both in New York and California. Very very reasonably priced, friendly waitress, fast service, perfect portions. The soup was perfect, not too salty unlike a lot of ramen places. If I lived in NY, I would definitely be a regular.",49,0,0,,,0,"No reference.

The review expresses personal opinion and doesn't mention any external sources like other reviews or recommendations from online platforms."
127,495442,2011-09-23,p5jco16vlR-OhwLJjl1SqQ,al-bustan-new-york,2.0,"Al Bustan is one of those places that has great decor, and all the trappings of a nice place, but just does not come together. The service was pretty bad... very sporadic. The food was disappointing, im sure the hummus was out of a can, the bread was cold, the meat was dry. It was just very underwhelming. You want to like the place, but it just does not seal the deal.",72,0,0,,,0,"No reference.

The review focuses solely on describing the personal experience and doesn't mention or reference any other reviews or external sources."
128,1710207,2015-05-18,hmUhFTBZp7K9AvEjDFFwrA,fung-tu-new-york,4.0,"I'd probably give this place a 3 1/2 but you don't get to give 1/2 star on Yelp. I went to Fung Tu under the recommendation of a friend. The menu looked delicious and who can deny Asian Fusion. I made a reservation through Yelp and didn't have any problems. I was actually able to make an earlier reservation due to a last minute cancellation. Service was fine--filled my water and took my plates. As with most restaurants getting the check was slow. Here's the run down of the meal: oysters, fried dates, pork belly egg rolls, shrimp chips with Sichuan shrimp, fried rice, black bean noodles, and pork chops Here's what I'd order again: fried dates, shrimp chips, pork belly egg rolls, and black bean noodles. The fried dates were delicious--sweet dates with savory fried battered (comes in an order of four so perfect for sharing). Shrimp chips came with a shrimp paste that slightly numbs the mouth (Sichuan style). There's probably not enough chips for all the paste and the chips themselves weren't as crispy as I would have hoped. But I really liked the shrimp paste. Pork belly egg rolls were probably my favorite of the night. It was two rolls with chunks of pork belly and fried in a batter so extra fried. The black bean noodles were surprisingly great. Not an overwhelming black bean flavor/sauce--simple scattering of black beans. Also had slices of meat to add a little extra flavor to the noodles. The other dishes were too exciting. The oysters were good but not in their shell so the appetizer looked extremely small and underwhelming. They had a savory flavor but not much else. The pork chops were too salty in my opinion. And, the fried rice could have used more salt or flavor. I felt like the crab meat didn't add anything to the fried rice, which is unfortunate because I love my seafood.",321,0,0,,,1,"Reference to other reviews.

The phrase ""I went to Fung Tu under the recommendation of a friend"" indicates a referral, implying the friend likely found the restaurant through a platform like Yelp."
129,600950,2012-03-07,N9HEaAnwrXEmHZ5E8QXa4w,bxl-cafe-new-york-2,5.0,Mussels.... ohh mussels. Pomme frites... ohh my. Oh yes! Was a amazing. My favorite was the mussels with the wine and cream. Just do it. Do it.,27,0,0,,,0,"No reference.

The review focuses solely on the personal experience and enjoyment of the food, without mentioning any external sources like reviews or recommendations from other platforms."
130,2547534,2017-02-18,Ah5Ewj1SGhZLLF5csx5Pyw,the-boil-waverly-new-york,5.0,"Wanna get down and dirty? Come to the boil! Soooo good! The crawfish here is delicious, filling and won&#39;t hurt your pockets! The house sauce is the best sauce to get with your crawfish. Calamari as an appetizer is a good choice, especially the dipping sauce it comes with. I also tried the soft shell crab sliders or sandwich I think it was and that was tasty too! Soft, crispy and a bit crunchy at the same time. This place is a regular seafood spot for me and my boyfriend. If you want a delicious and inexpensive seafood dinner - this is the spot!",104,0,0,,,0,"No reference.

The text focuses entirely on describing the food and experience at the restaurant, without mentioning other reviews or external recommendations."
131,263570,2010-07-03,TWqf1_xAIaYzh-OtrbQ6rw,doughnut-plant-new-york-4,3.0,"I don't really like doughnuts. So why, you ask, did I go to a place known for them? I heard good things about it and my curiosity got the best of me. I got the coconut cream (yeast) and blackout (cake) doughnuts to try. Mmm to the coconut cream. I actually saw these at Joe the Art of Coffee in Grand Central for the first time, but decided if I was actually going to eat one, it would be from the actual Doughnut Plant location. It was yeast-y and sweet (but not too sweet) and the coconut flavor was delicious. Loved the glaze on the outside as well. The Blackout was good, but in general I like yeast doughnuts better than cake doughnuts. The chocolate was strong but not too sweet. Almost more like dark chocolate.   Apparently it's a good time to come on the Saturday (around 11AM) of a holiday weekend - there was not much of a line...only 2 people in front of me inside. It was $5 for the two of them. I'd come back for another coconut cream or some other yeast varieties if I was in the area, but wouldn't necessarily make a special trip for it.",202,0,0,,,0,"No reference.

The text describes a personal experience and preference based on hearing ""good things"" about the place, but doesn't mention reviews or other opinions found elsewhere (like on Yelp or another review site)."
132,2514164,2017-01-18,njCSPsePjP9ukyXw9_PZ6Q,fresco-deli-cafe-long-island-city,1.0,"I&#39;ve been ordering from this place almost daily for months since I started working in Long Island City/Sunnyside last year and it&#39;s really the only option in the neighborhood.  It&#39;s great for a quick breakfast and your standard cup of coffee to drink in the morning and convince yourself that you&#39;re awake when you&#39;re really not because the coffee is shit. <br><br>Today I ordered something pretty standard - 2 eggs, mozzarella and spinach (no bread or wrap or home fries) - along with my other coworkers and had it delivered. My meal somehow came out to an exorbitant $5.50 (to put it into perspective, a co-worker of mine got bacon, egg and cheese on a hero and it came out to $1 less). <br><br>When I called for clarification on the pricing, the woman I ordered with tried to explain, to no avail, that it was because the spinach was sautéed (mind you, sautéing the spinach was her suggestion and I was not advised of the additional cost). She was courteous enough, however, despite her failure to validate this pricing. <br><br>I was eventually transferred to the &#34;manager&#34; who, after speaking over me half the time, ultimately dismissed me with an &#34;I&#39;m done with this. You can order from somewhere else,&#34; and hung up on me.  Suffice it to say this once daily customer will never spend another dime at this place and they&#39;re lucky if I don&#39;t stand outside of their store every morning with picket signs advising people to go elsewhere, like the manager so nicely suggested to me.<br><br>As someone who&#39;s worked in customer service for years, I understand that sometimes you have to stand firm in your decision to deny a customer a refund (which, technically, I wasn&#39;t even asking for).  But the way in which you do this (i.e. not telling a regular customer who works closely in an office full of other regular customers who will never be ordering from this establishment again) is what will make or break your business.<br><br>Peace out, Fresco. It&#39;s been real. Enjoy the hundreds of dollars I&#39;ve spent this past year, and don&#39;t expect another red cent from me.",357,0,0,,,1,"Reference to other reviews.

The review explicitly mentions being a ""regular customer"" and describes how their experience will impact their future orders and how others in their office will be affected, implying a wider awareness and opinion-sharing within a community – a common characteristic of Yelp reviews."
133,439383,2011-06-22,70rUrXpxQeU2Ban7oJiN3g,ebe-ye-yie-bronx,5.0,"If you've noticed some of my most recent reviews, this is just the latest in a string of 5-star ratings, yeah again in New York City.  At this point, you are either thinking that I've been living in a desolate rock my whole life and just discovering the world, that my NYC birthright, by default, means that everything in NYC is 5-stars as the ""greatest city in the world""* or that we were just on a roll.  Not going to lie, we were batting 1.000 all weekend-- and none of us took any steroids either! I've never had Ghananian food, and I'm guessing that most of you probably haven't either.  We were with a mutual friend, who actually studied in Ghana for a semester abroad, who informed me that there's a community in the Bronx and also in DC as far as pockets of people from Ghana go, which is true.  Apart from being in West Africa, the rest that I knew about it came from their amazing World Cup run last year. The best way to sum this up, is that those who are searching for the exotic, should definitely come here.  They don't have a printed menu, but you can simply point to the different things you can choose to eat.  I had a mixture of yellow rice, chicken/beef and cow foot, all food that we also eat in Trinidad, where my parents are from.  However, I don't regularly eat cow's foot, so this was a rather exotic experience for myself as well.  It was definitely interesting and though I can't say I would have it regularly, it's not as bad as you might imagine. To lay it out like this: maybe if you're on a casual, low-key date, and you're with a girl who would be interested and open to trying something exotic, this would be perfect.  Otherwise, there's plenty of McDonalds in the Bronx too, I guess.  While this was the first time in about 8 years that I have been back in the Bronx, I'd say that it was a trip well worth it and I would say that this place made this weekend trip to New York City worthwhile...and it was only Saturday afternoon.",370,0,0,,,1,"Reference to other reviews.

The reviewer explicitly mentions ""if you've noticed some of my most recent reviews"" and references a track record of 5-star ratings, indicating awareness and comparison with previous experiences and potentially other reviews."
134,1018229,2013-09-15,PqP21Th5vGcj6sdQKbCnmQ,the-burger-guru-brooklyn,1.0,"Short version: I've never given such a low rating to a restaurant in Williamsburg. The owner was rude to our party of 4 on two occasions, and we waited about 15 minutes to be approached by our server. Once we did order, we received our appetizers after 15 minutes, and our beer after 20 minutes. The only part I actually enjoyed was the fact the the patty of the burger was indeed of high quality. Long version: 1) The restaurant is divided into two sections (seems like two neighboring establishments combined into one). The second room is fully open with a view on the street. We saw a couple of tables available, and went to the entrance of the restaurant to try and grab a seat. We were greeted by the owner, who told us it's not possible to get a table in the second room because he has a large party. We decided to leave (because we didn't like the atmosphere in the first room) , and momentarily were chased down by one of the servers telling us he found us a table. As we entered the second room, we realized that the owner was dishonest about the seat availability, as well as the fact that there wasn't a single party, but different groups of people.   2) The second problem was the long wait time I've mentioned in the short version. It shouldn't take 20 minutes to prepare a pitcher of beer.   3) One of the members of our party attempted to find the restroom. It's located in the area between the two rooms, where the kitchen is located; It's a bit confusing. As she was standing there the owner approached her and asked her what she was looking for. She told him she was looking for the restroom, to which he responded ""you shouldn't look for the bathroom, and you should have walked in through the main entrance"". I understand that maybe he thought she came off the street to use the restroom, but if you have a terrible field vision within the vicinity of your own business, maybe you should not automatically assume that your PAYING CUSTOMER who's been sitting in your establishment for close to an hour is someone off the street.",376,0,0,,,0,"No reference.

The review focuses entirely on a personal, detailed account of the dining experience and doesn't mention or allude to other reviews or external recommendations."
135,1504425,2014-12-18,A6T8eKxB5JXucopgebKP2A,kumo-sushi-new-york-2,1.0,Fish was sub-par. Could tell it was week old due to the slimy and chewing texture of the fish. Flies flying all over the place and directly onto our plates...disgusting. Def would not recommend to a friend.,37,0,0,,,0,"No reference.

The review focuses solely on describing a negative personal experience and doesn't mention or allude to any other reviews or external sources."
136,1248808,2014-05-13,glQ7D8yQYnniDd5s9iESqw,lusardis-new-york,3.0,Went for my dad's birthday. Was hoping for better. All the dishes were over salted and a bit over cooked. A bit disappointed.,23,0,0,,,0,"No reference. 
The review describes a personal experience and doesn't mention any external sources or comparisons to other reviews or platforms."
137,213025,2010-02-22,M8DWB0oq8LfNDe4OzG4OBQ,sala-one-nine-new-york,4.0,"Sala was stop #1 on my birthday weekend extravaganza. My mom, aunt and sisters decided to come to the city for a night of fun. After realizing most places were booked we ended up going to Sala. The food was great, drinks were strong, and service was perfect. For food we tried at least 10 different options, but the ones that stick out the most were the dates, and the cheese with honey. Amazing. Because they didn't have two of the options we had initially selected, the waiter was nice enough to give us a complimentary 2nd serving of the dates since we loved them so much. We definitely got a bit loud as the night progressed and he put up with us with a smile. The sangria was STRONG. So strong that I can only remember the dessert they brought me for my bday was delicious- I can't remember what it was. When it was time to pay my mom and aunt didn't realize they had tipped the waiter three times (damn sangria), but instead of pocketing it he kindly gave it back to them. Good for a group, or a date if you're seated in the front which is a little quieter and cozier.",206,0,0,,,1,"Reference to other reviews. The text mentions it's part of a ""birthday weekend extravaganza"" suggesting it was chosen based on recommendations or a pre-planned itinerary, implying external sources influenced the decision."
138,811533,2013-01-13,oKo_Y4_huwvNdV9wuwyFPg,black-swan-brooklyn,4.0,"Nice place. A friend and I went here for dinner-- a year or so ago, I had passed by this place and it smelled delicious, so I finally decided to check it out. Against my heart, I ordered a mixed green salad. It was fairly inexpensive-- $7 or $8? I was not expecting a lot. And the restaurant smelled deliciously of meat and fish, so I was set on being disappointed. But holy wow, was I not disappointed. This salad was not only HUGE, but it had candied pecans that were ridiculously delicious, and amazingly creamy goat cheese. I have actually been craving this salad, that's how good it was. My friend got a salmon burger with some sweet potato fries-- also amazing. Both plates had huge portions and good flavor. My one qualm would be that it's a little dark, even with the TV screens on. It's a little loud too, but that's what's to be expected for the back of a pub. Definitely crowded, though. On a Friday night, there was a 15 minute wait-- which would be excellent for NYC, but I'm really not used to that in Bed Stuy. I guess it just shows the quality of the place.",203,0,0,,,1,"Reference to other reviews.

The text mentions ""quality of the place"" and compares the wait time to that of ""NYC,"" implying the reviewer is referencing experiences and expectations from other places/reviews."
139,3496779,2019-09-12,xIpi1akXN_zcBLKNm51wow,red-rooster-new-york-2,3.0,So underwhelming.  Came here on a Tuesday night with my roommates with reservations but still had to wait 15 mins upon arrival.<br><br>One of my roommates and I got the fried chicken for two and one got ribs.  The food was tasty and the service was great but for the price you pay I don&#39;t think the portions justifies it.  <br><br>Don&#39;t think I&#39;ll be back.,64,0,0,,,0,"No reference.

The text describes a personal experience and doesn't mention any external reviews or comparisons with other establishments."
140,450567,2011-07-11,ieuN8q6ImGMu2MduJZewYw,grape-and-grain-new-york,5.0,I love this place.  Last time we had the ceviche with grapefruit and fennel and the chorizo in a poncho.  The food was fantastic!  I loved the wine my server recommended and it was a well-sized portion in an individual carafe.  It was a Thursday night and my date and I sat for quite a few hours without being rushed at all.  This is a new neighborhood favorite.,68,0,0,,,0,"No reference.

The text describes a personal experience and expresses enjoyment without mentioning or referencing other reviews or external recommendations."
141,2106081,2016-02-04,hVHv9CUBdZVKMSO-oMVIXQ,barney-greengrass-new-york,5.0,This is a special old school deli/restaurant. Probably one of the best lox and bagel dish I have ever had. The white fish was delicious - it feels like it's 1956.  I highly recommend this place for breakfast or brunch. Yum!,41,0,0,,,0,"No reference.

The review describes a personal experience and recommendation based on enjoyment of the food, without mentioning or referencing other reviews or external sources."
