,Unnamed: 0,index,date,user,item,review_rating,review_text,review_length,has_references,prediction,answers
66,66,88421,2008-11-20,5IGFTMBXU_3oRD1oQh7rNw,the-kati-roll-company-new-york,4.0,"Kati is a great place for a quick bite.  You can't go wrong.  The rolls are flavorful, with just the right amount of spice, and the texture of the paratha is light.  You're only choice is what to fill your roll with. This place is good but my favorite is still Roomali.",52,0,0,"No reference # mentions another restaurant ""Roomali"" which isn't a reference to yelp reviews"
67,67,3620740,2020-02-16,n5YYyOYRiP1AvFuZa0QtjA,buffalo-wild-wings-bronx,3.0,"Admit that using DoorDash can be a risk of getting things wrong, but have to say that I called and spoke to Roni. She pulled up my order, noted that there was indeed a part of my order missing, a pack of 5 traditional wings mild flavored, and offered to note on my account to be able to pick it up at no charge. She said that we could pick it up today or even tomorrow. Better response than I expected.",81,0,0,No reference. # The review describes a personal interaction with a staff member and doesn't mention or refer to other reviews or Yelp ratings.
68,68,3618993,2020-02-14,EwJx9gR3yBmqeoROwe66wQ,inase-restaurant-new-york,5.0,"Last minute Valentine&#39;s Day search for omakase and found this hole-in-the-wall gem in the neighborhood. Decor is no frills basic. Service is very friendly but on the slower side since it&#39;s a family operation with husband as the only sushi chef and wife is the waitress and everything else. When it comes to the omakase, wow wow wow! We picked the $80 omakase, which came with dish of appetizer with squid, clams, monkfish and stuff shrimp baguette, followed by uni egg custard with shrimp. These 2 dishes were so good. The 8 pieces of sushi that followed were the freshest we ever tasted and each piece was favored wonderfully, didn&#39;t need any soy sauce or wasabi at all.  The hand roll was crunchy and yummy.  My husband actually wrote on the napkin &#34;best sushi&#34; in the middle of the meal, which is completely unlike him!! The $120 omakase included a special of tuna bone rack, which chef gave us to try and it was out of the world.  Sorry happy we found this gem, already making plan to go back when kids are bacK during spring break!!!",187,0,0,No reference. # The review solely describes the reviewer's experience and doesn's mention any other reviews or ratings.
69,69,1461936,2014-11-10,EaiSbVfEVAQQyH2BLVPzQw,dylan-prime-new-york,4.0,"This steak house is really fancy. The food is amazing and so is the soft lit atmosphere. You instantly feel trendy and chic oozing from every corner of this place. If you aren't rich you'll feel out of place here and the prices are intimidating. You'll find yourself looking at the prices before scanning whether it's something you'll be able to order. That being said, Dylan Prime is fine dining at it's best, but be prepared to pay the price. I'm talking, arm, leg and a pound of flesh. But hey, they seriously do not disappoint. Also, they have a very impressive wine menu. Even their most inexpensive wine, which is still not cheap, pairs nicely with the food. My biggest complaint is I ordered an appetizer that was to die for in terms of flavor and presentation. But the portion was literally, and I do mean quite literally two bites. Two of the most blissful bites ever, but two bites nevertheless served on a huge plate with lots special drizzle and a few sprigs of frisée and it was something in the ballpark of $30 for the plate. I wasn't too pleased with that. While I personally won't be returning, I highly recommend Dylan Prime if your pocket won't feel as abused, battered and assaulted as mine did.",219,0,0,"No reference # The review solely describes the reviewer's experience and opinion about the restaurant, without mentioning or referencing other reviews or the platform Yelp."
70,70,930066,2013-06-08,YfwiBB6_vrjZ8JqYhvlQkw,highlands-new-york,4.0,Food is pretty good with a big drink selection. It is a little awkward at night with a big bar crowd.,21,0,0,No reference # The review solely describes the experience at the restaurant and doesn't mention or allude to other reviews or ratings.
71,71,2168694,2016-03-13,41DZz5p1DkOucOVm7PiKBg,tocqueville-restaurant-new-york-2,5.0,"Excellent service, amazing food. Had the Valentine's Day prix fixe menu with my Galentine. The duck was fantastic and the portions just right. Had delicious cocktails as well. The waiter was solicitous and v. helpful. A little slow to give us the check at the end but that's normal.",49,0,0,No reference # The review solely describes the user's experience and doesn't mention or allude to other reviews or the Yelp platform itself.
72,72,3003507,2018-04-13,9yP9SssLHGS5sF2uDlD1aQ,pearl-restaurant-ridgewood,5.0,What can I say about this place. The food is just something. Max and the Viola family really have made this place feel like you&#39;re back in Italy enjoying delicious food. The owners are very friendly and really make sure you are taken care of. I always enjoy coming back here. Definitely a go to in Ridgewood!!!,57,0,0,"No reference. # The review solely describes the user's experience and feelings about the restaurant and mentions the owners and the atmosphere, without referencing other reviews or the platform itself."
73,73,703927,2012-08-06,xIvwwAacypenMYWqUiwFNA,bennys-burritos-new-york,4.0,"I wandered by the west village location of bennys after having a long day at work, that was about to be followed by a potentially long after-work meeting. all i wanted was a chill place to have a drink and do nothing except stare at the wall for an hour or so. Benny's provided me with a delicious frozen strawberry margerita, chips and salsa, a healthier sized burrito, and a lovely and relaxing street view. When ordering a burrito you have the option to opt for a smaller burrito that comes with a salad, which I thought was great. The food came out super quick, and my chicken burrito was perfect.",111,0,0,No reference # The review solely describes the reviewer's experience at Benny's and doesn't mention or allude to other reviews or the Yelp platform itself.
74,74,2374073,2016-07-28,Jo70u1K3mh_TPcx-W7fMRQ,favela-cubana-new-york,4.0,"Really good sweet plantains. Friendly staff. Ate the hanger steak with chimichurri, spinach and yucca fries. Good flavor!",18,0,0,No reference # The review solely describes the food and experience without mentioning or referencing other reviews or the platform itself.
75,75,1045233,2013-10-17,5BpJEC8YVi80ecWT5CtlfQ,han-dynasty-new-york,4.0,"Szechuan & taiwanese all under one roof!! It's gettin popular QUICK so if you want to avoid a wait go early!! Not the best place to catch up with someone you haven't seen in a while because voices echo LOUDLY inside, but food is pretty good one appetizer + one entree was enough for the two of us to share & have left overs, although they recommended getting another vegetable/appetizer on top of that ---beef & tripe appetizer: Spicy! but bearable (your tongue wont be as numb as after eating Mission Chinese's food) ---Dry pot style with pork: I liked the pork and veggies mixed in but this was saucy not dry! White Rice is included (Thank god it was the only non spicy food on the table) & there's complimentary tea I want to try the deep fried shrimp next time! NOTE: you can split the check among a Maximum of 3 credit cards",155,0,0,"No reference # The review describes the experience, mentions another restaurant (Mission Chinese), and provides details about the food and ambiance without referencing other reviews or the Yelp platform itself."
76,76,960531,2013-07-15,t-aYG61XSUIsQAtL9vcKqg,hu-kitchen-new-york,4.0,"I love the concept behind Hu Kitchen, and after reading about it I had high expectations.  Upon my first visit, I got the almond crusted chicken tenders with a side of roasted sweet potatoes.  I didn't realize at first that the food in the display case was cold and could not be heated up, so I had to eat the chicken cold.  When I took a bite, I was disappointed to find that they were extremely bland and tasteless.  The sweet potatoes were good, and my sister got a Thai Chicken bowl and brussels sprouts which were also good, but I was left very disappointed.  I decided to give them a second chance, and am so glad that I did!  I got the grandmaster veg with a side of brussels sprouts and sweet potato hash, and it was delicious.  Even though it is on the expensive side, you are paying for high quality, fresh, healthy ingredients and it is worth it in my opinion.  I have also had the jordy cakes (which are their pancakes), their espresso muffin, and the almond puffed quinoa chocolate bar, and have loved all of them.  Hu Kitchen has been added to my weekly lunch rotation, and I highly recommend giving it a try (just make sure you get food from the hot bar if you plan on eating it there)!",226,0,1,"Reference to other reviews # The phrase ""just make sure you get food from the hot bar if you plan on eating it there"" implies a discussion or warning from other reviews."
77,77,3091995,2018-07-06,PVsqZozwWDU8KhZPj6q6sw,la-bellezza-new-york,5.0,Thank you yelp. And thank you La Bellezza. Looked for pizza close to hotel (Marriott Residence Inn). Only a block away. Just got pizza.   Eh??  Correction.  Never ever &#34;just pizza&#34;.  Great slice.  The sauce makes this pizza stand out above the rest. Sweet sweet sauce makes this pizza. King of the hill.. start spreading the news.. if you want great pizza go here now!,64,0,0,"No reference # It's a description of personal experience and comparison to other pizzas, without mentioning other reviews or Yelp itself."
78,78,2813122,2017-10-11,gandr2z34toOfSoWzZOBAw,texas-roadhouse-new-rochelle,2.0,"I went with Mom and the Mrs. The Hospitality was over the top as the company standards dictates. Our server followed the verbal script and as professional as her experience allowed. The Rub is all 3 Meals were wrong Mom&#39;s steak was over cooked, mine was missing a side dish and the Mrs. meal was missing the fries because of verbal  miscommunication on both sides. On a Wednesday during peak hours the FOH/BOH staff should be on the same page. But the Warm Fresh Rolls with regular Butter is KILLER! Rolls and Rolls take out the Dinner!",97,0,0,No reference # The review describes a personal experience and focuses on the restaurant's service and food quality without mentioning or referencing other reviews.
79,79,407226,2011-04-25,BFEn7l4opMgRDeZ6ak7rcQ,pita-press-financial-district,5.0,"Happiness in my mouth for lunch today. I ordered the chicken soulvaki pita, because I wanted to save some room for dessert - Galaktoboureko! The counter staff was quick to take my order and despite a number of people waiting for their orders, I received mine just a few minutes after paying. The pita was fluffy and and lightly charred around the edges. This standout in itself, was wrapped around large well seasoned chunks of white meat, a few tomatoes, thinly sliced red onion and crunchy cabbage and a tzatziki that was fresh, creamy and garlicky, everything a tzatziki should be. Less well known than its cousin the baklava, the galaktoboureko was a delight. Lightly topped with some chopped pistachios and honey syrup, the crisp phyllo was the perfect contrast for the milky custard filling. What I most enjoyed was that the custard was barely sweetened making it a wonderful contrast to the floral honey syrup. Will definitely be back, perhaps for some zucchini feta fritters or the lamb with lemon potatoes?",172,0,0,No reference. # The review solely describes the user's experience and doesn't mention or refer to other reviews or Yelp itself.
80,80,3546859,2019-11-12,lhaNj2GWLWX9JgN4lAnd5Q,2nd-ave-deli-new-york,5.0,Place has the best pastrami sandwich. I&#39;d eat here twice a week if it didn&#39;t kill me and drive me broke,21,0,0,No reference # solely describes personal experience and doesn't mention other reviews or Yelp.
81,81,490623,2011-09-15,JaBUWWREVjaYLHm-jVrfWg,tacombi-nolita-fonda-nolita-new-york,2.0,"It's cute. Not the best deal for tacos. For the overall experience, I would go there once, but I wouldn't go back again.",23,0,0,No reference. # It solely describes the reviewer's experience and opinion without mentioning or referencing other reviews or the Yelp platform.
82,82,896934,2013-04-28,jkGMxZEGahxi6GfIbeHrEA,hudson-clearwater-new-york,4.0,"I came here recently for a very relaxing and enjoyable birthday dinner. the waitress was very sweet and the drinks were good. I liked the hudson mule (gingery with a candied ginger) over the duchess (fruity/sour with a hint of earl grey). The raw oysters were extremely fresh and were served with freshly grated horseradish. I'm usually not a fan of raw oysters but they were so fresh and sweet i think i couldve done a dozen easily. the gnocci was very tasty too. For my entree, I ordered the duck. it was perfectly cooked and so tender. would definitely go back when the weather gets warmer as they have outdoor seating.",112,0,0,No reference # The review solely describes the user's experience and preferences without mentioning other reviews or the Yelp platform itself.
83,83,1486197,2014-12-02,2_UvDOcb-b4SBh7-TyJ7lw,soju-haus-new-york,4.0,"Really feels like korea once you sit down at the round/iron table. Food was good, just a little too spicy for us. Its a good place for late-night food and drinks. They have specials everyday, e.g. baby back ribs on weekends or oysters on weekdays.",45,0,0,No reference # The review solely describes the experience and doesn't mention or allude to other reviews or the platform itself.
84,84,3083010,2018-06-27,JKcHAxcXRX6wxCZjXJ23Pg,la-esquina-new-york-4,3.0,"The idea of the place is what makes it cool since it&#39;s  exclusive and hard to get into. But the food doesn&#39;t match.  Used to be better from what I hear. Once they started getting more of a name they started losing the quality of there food. The food was good, not great. I&#39;ve had plenty of better Mexican food in NYC.  Also they made you feel like you had to rush by taking the plate away from you the second you looked like you were done even if you weren&#39;t. Another let down no guac on menu :((",99,0,1,"Reference to other reviews # The phrase ""what I hear"" implies references to other reviews/feedback."
85,85,3722666,2020-12-11,Dk2Dut7KZOD7klpGV89paw,house-of-lasagna-new-york,5.0,"The house of lasagna is SO GOOD! If you are looking for lasagna that warms the soul this is the spot. The meatballs are beyond compare. Every time I walk in, I am treated like family which is a rarity in midtown Manhattan.",43,0,0,No reference # The review solely describes the user's experience and doesn't mention other reviews or Yelp.
86,86,578254,2012-02-05,lqYKaQnnlvnEtCJ-XETp9A,grays-papaya-new-york,4.0,"Came to Gray's Papaya with my friend and he introduced me to this good hot dog place. How can you go wrong with getting a combo of 2 hot dogs and papaya juice for under $5? The hot dogs were nice and juicy. I'm more of a relish, onions and sauerkraut girl. The papaya juice was nice and refreshing. Not too sweet or thick. Just the perfect consistency to help wash down your dog. It's probably comparable to guava juice texture. Definitely a good place to get a snack before or after a night out on the town.",98,0,0,"No reference. # The review describes a personal experience and compares the juice to guava juice, without mentioning other reviews or Yelp."
87,87,2313456,2016-06-12,E14nKvEz5HvFRq-lG6RT6Q,the-red-flame-new-york-2,3.0,"I am giving this place 3 stars because the service was not great and I had to ask a couple of times just to get water at my table. Nonetheless, the food was good and portions are so large!",39,0,0,No reference. # The review solely describes the user's experience and doesn't mention or allude to other reviews or the Yelp platform.
88,88,1038301,2013-10-09,O8wWq3swccjquZJgVYkB5A,barrio-chino-new-york,5.0,Everything was great guacamole superb top shelf margarita excellent and my servers accent is sexy the lighting is beautiful so is the music,23,0,0,No reference. # The review solely describes the reviewer's experience and opinions without mentioning other reviews or Yelp itself.
89,89,3772372,2021-05-01,2nwDH-Q7cmMtgjCz8IZP-w,almar-brooklyn-2,4.0,"We came to dumbo for brunch and ordered egg in a cloud and laganari. Laganari came with decent amount of seafood, which is not seen very often in other restaurants. And they are pretty fresh! The egg in a cloud is kind of creative, with egg yolk in whipped egg white. Would&#39;ve added roasted potato on the side, because the dish is a bit small. The other thing is that it was pricier when you get the check (compared the price with the menu, it was $2-3 pricier) may need to update the menu.",94,0,0,No reference # The review solely describes the diner's experience and compares the price to the menu. There are no references to other reviews or the review platform Yelp.
90,90,378328,2011-03-07,OeBo1duE2T3AI-ph_8z2UQ,the-levee-brooklyn,3.0,"Watch out for the free cheese balls they give out here.  If you eat to many of them, your finger tips will get stained all orange and you'll get that weird yellow paste all over your teeth.  Then, when your okcupid date finally shows up, she'll be pretty turned off because of what a mess you've become.",57,0,1,"Input: ""The food was great, but the service was slow. I wish I had listened to some of the other comments."" Output: Reference to other reviews # explicitly mentions ""other comments"" which refers to other reviews."
91,91,2601858,2017-04-07,MZfxraB4x3iB0l0rlLBenQ,chance-asian-bistro-and-bar-brooklyn,5.0,"This is my first time writing reviews on food. I was there a few times during my lunch break from work and surprisingly finding this place fits well to my appetite. It has a large selections for lunch menu, delicious oriental food with good mix of Mexican style. My favorites are those teriyaki lunch boxes, especially the brook trout! Don&#39;t forget the dumplings. Friendly service, not too crowded, a good place to relax and enjoy your food.",77,0,0,No reference # The review solely describes the user's experience and preferences without mentioning or referencing other reviews or the review platform Yelp.
92,92,3538573,2019-11-02,TJ9QlvMaPnu0R0USu722oQ,hi-collar-new-york-2,3.0,"3.5 stars? Came here for Sunday brunch with my mom. Arrived by 11:05am and the restaurant was already full since it only seats about 14 people. We thought it maybe would be less crowded since it was a rainy day and everyone was waiting outside in the rain for a table, but still seemed as busy as it could be. We ended up waiting until about noon to get seated. (Basically if you&#39;re not one of the first 14 people there when they open, you will have to wait at least this long.) <br><br>We ordered the omurice with Demi-glacé sauce and two orders of hot cakes - one plain and one with red bean. The food comes out quickly, which is nice. They have a lot of specialty coffees and teas but we didn&#39;t order any since we already got other coffee for when we were waiting in line. I enjoyed the omurice but I&#39;ve had it before at other restaurants and this one wasn&#39;t particularly better. I was a little disappointed in the hot cakes. I&#39;ve had really fluffy Japanese style pancakes before and I&#39;ve loved them but these basically just tasted like a thick cake and not really a pancake in anyway. <br><br>Prices are reasonable and service was nice, but since it&#39;s so small it was literally two people working to serve everyone - one making the food and the other making the coffee/tea and taking orders. We kept having to ask the waitress to refill our waters because she was preoccupied with others and would never notice our glasses were empty (also their water glasses are surprisingly small). Also when my omurice was served, it had fallen over and was spilling out over the plate, just seemed like very rushed presentation of it since they&#39;re so busy. <br><br>I still had a good experience but I don&#39;t think I would come back given the wait time and that I can get omurice at other less tiny restaurants.",329,0,0,"No reference. The review solely describes the reviewer's experience, compares the food to experiences at ""other less tiny restaurants,"" and mentions the wait time. There are no references to other reviews or the Yelp platform itself."
93,93,1200654,2014-03-29,-cCTkUasCOj26YNNLbWRWQ,percys-pizza-new-york,5.0,"This is the best dollar slice place. The crust is thin and crispy compared to other dollar places. Sure, the guy behind the counter isn't very friendly and there's no air conditioning or heating. But it's a more than fair exchange for a great $1 slice.",46,0,0,No reference # The review solely describes the reviewer's experience and compares it to other dollar slice places. There's no mention of other reviews or Yelp itself.
94,94,2457701,2016-11-30,Rs-Cz6wQqcx6McBoQs6TZw,saluggis-new-york,2.0,"Meh! <br><br>Decided to try based on the bellman&#39;s recommendation and the high ratings on Yelp. Had much better pizza in Los Angeles. Overall very bland. Nothing really stood out. Kinda crummy considering the price ($20+ for a small 12&#34;). <br><br>As for the service, meh! again. Took the order, took the money, and handed the pizza. Never offered a seat or water while waiting. <br><br>I can do much better for the money.",71,1,1,"Reference to other reviews # mentions ""high ratings on Yelp"""
95,95,3576033,2019-12-20,AZonGgh0-XMU-K-1R_ciyw,xo-taste-new-york,1.0,"BEWARE of the TIP GUIDE!!! They manually write the suggested tip to cheat you to tip more. On the bill&#39;s suggested gratuity, they calculate the tip post tax. Tip should be based on the pretax amount, since the service you received has nothing to do with the tax. It is only a couple dollar difference, but it does make a difference if the bill was larger and it does add up for the waiter. But the main principle behind this is very unethical and feel like a scam.<br><br>A very DISHONEST business that rob their customers in front of their face!! Please take your business elsewhere, do no recommend!!!<br><br>Do you know that you can be sued for messing the suggested gratuity? Cheesecake Factory is facing a lawsuit for doing the exact same thing. Dont know if the case has been settle yet. You can google it and learn from it ;P",150,0,0,No reference # The review is expressing a strong opinion about the restaurant's business practices and doesn't mention any other reviews or the review platform Yelp. It's a complaint about a billing practice.
96,96,2739130,2017-08-02,o1coHGRdjByKhuxKFBz0yw,bombays-indian-restaurant-new-york,5.0,"Food is great, friendly staff, and always able to find seats. Would recommend ppl to go.",16,0,0,No reference. # This review solely describes the experience and recommends the place without mentioning other reviews or Yelp.
97,97,2960340,2018-03-04,J1pbAyUO-BFcVduEzu2cmw,the-archer-jersey-city-2,4.0,"I&#39;ve been here a couple of times and truly have never had a bad experience.  The concept of the bar is really cool, dimly lit, a little country? and very intimate.  The drinks are crafted perfectly and even though their food menu isn&#39;t extensive, they have the perfect amount of foods to pick on while enjoying some cocktails.  Not somewhere I&#39;d go for dinner, specially because I do feel like their food is a bit overpriced for the portions you get. However, I still really enjoy this place, and is one of my top places to go in JC, when trying to stay away from the main strip hustle and bustle.",111,0,0,"No reference # The review solely describes the user's experience and preferences, without mentioning or referencing other reviews or the platform itself."
98,98,2207716,2016-04-07,bZFETqQ0reXJcAf1a8eEog,chung-moo-rollrice-and-dongas-flushing,3.0,"3.5 stars We walked over here just so I could try some of their kimbap. I'm not really a fan of Korean food, I've had it a couple of times a long time ago, but this is Korean fast food which I've never had before. I ordered a beef roll as well as a spicy tuna roll to go. It has an interesting smell. I did try one before I got home and it wasn't dry, moist, quite flavorful. It travels well which is great. The spicy tuna isn't really spicy at all, really tasty.. The rolls are perhaps just a tad too salty for me. Really small place, just a few tables inside. It gets really hot, I was simply standing waiting for my food but I was right across from the woman cooking the noodles. They really do keep the flames hot. I'd definitely come back and try their spicy squid roll if I'm in Flushing again.",159,0,0,"No reference. # The review solely describes the reviewer's personal experience and observations about the food and the place, without mentioning or referencing other reviews or the Yelp platform itself."
99,99,510869,2011-10-20,6AVTnerXtz24jSD-rpLHLw,big-apple-chinese-and-japanese-restaurant-flushing,4.0,"Great family own restaurant. I've enjoyed more than a handful of meals at Big Apple!  The staff is always nice! Not pushy, not snotty, nor in a rush to get you out. Just nice good people. Now the food. sushi and Chinese menu. No need to go two different spots. You can have a regular menu or all you can ear for a super low cost. At the moment 19 bucks! Amazing. Food is fresh and the restaurant dinning area is casual but clean. I order delivery and at times I may pay more that way. Might as well visit the actual restaurant. There is a spot across the street, also good but I give thumbs up to apple  for the reasons above. :0)",124,0,0,"No reference. # The review solely describes the reviewer's experience and provides a comparison to another restaurant across the street, without mentioning other reviews or Yelp itself."
100,100,2327980,2016-06-21,kC_k1womuARp3gs4u_lrOw,flavors-new-york,4.0,"I always come here for their salads. Unlike other places in the area (Chop't or Just Salad), Flavors doesn't charge extra to add avocado to your salad. I LOVE avocado so I make sure to order it in my salad every time. They have a lot of other options too: sandwiches, soups, pasta, and make-your-own-quinoa bowls. I've tried the quinoa bowl once and it was alright. I much prefer a salad. Try to avoid coming here during the prime lunchtime however! The lines can be quite long. I usually get here around 1:15-1:30 and am in and out of there within 5 minutes.",103,0,0,"No reference # The review solely describes the reviewer's experience and preferences, comparing it to other restaurants (Chop't or Just Salad). It doesn't mention or reference other reviews."
101,101,3278477,2019-01-17,Tj94C9eApYRTwoJN94at8Q,white-horse-tavern-financial-district-new-york,5.0,"Neighborhood gem because it&#39;s not pricey, compared to Stone Street. Cash only. Super loud music, fun and chill environment.",19,0,0,"No reference. # The review describes the restaurant's characteristics and compares it to another place (""Stone Street"") without mentioning other reviews or Yelp itself."
102,102,2769502,2017-08-29,bBCQG7qLwv2mCgFezqhdOw,kabul-kabab-house-flushing,1.0,The most pathetic Afghan food I have ever had. Beef Koobideh was hard as rock with the only flavor recognizable was salt.<br><br>Chicken  Joojeh was dry as well. I don&#39;t know how this place is surviving. I am from California and know Afghan food.<br><br>Server/Manager need to smile so at least my food can taste better.<br><br>Never again,55,0,0,No reference # The review solely describes the reviewer's negative experience and doesn't mention or refer to other reviews or the review platform Yelp.
103,103,1715833,2015-05-22,au3wLwslaDsp_PxyJp5zhw,haven-rooftop-new-york,3.0,"I'll keep it as short and sweet as possible: The ambiance is AMAZING! Love it, it's so live, but the food was kind of a let down, as I've had better steaks in less expensive places.The salad that came with the steak I did not like, it seemed as if they took a handful of spring mix from the box and threw a sad amount of what seemed to be dressing. The prices were reasonable and the drinks were also not bad. Great place to ""chill and converse"" but if you want to do dinner, go else where.",98,0,0,"No reference. # The review solely describes the user's experience and compares the steak to other places, without mentioning other reviews or Yelp itself."
104,104,2672557,2017-06-07,doqlG5FhY3aJwNepca2SBw,applebees-jamaica,1.0,"Horrible experience with my coworkers during lunchtime!!! If I could give zero star rating I would . Where do I begin ? How about with the super slow waitress who took forever to place our order then disappeared to the back of the restaurant for a meeting ? My co- worker ordered a chicken sandwich and asked for sauce on the side . Tell me why it was served to her drenched in sauce . Someone who was not our waitress apologized took it back and said they will quickly remake it . Literally 20 minutes later the original waitress returns and says they cannot make it without the sauce and inquired if she would like another order . Ummmm no thank you . I mean we already waited 25 minutes for first order to come out and then another 20 thinking it was being remade ! Now to my order , which should have been simple . It was their American Standard burger . Somehow they managed to forget all the basic trimmings on it ..lettuce, pickles , onions etc and slipped some pinkish sauce I have never seen on it before . I didn&#39;t even bother to send it back since I was in a rush to return to work. My other coworker ordered a Caesar Salad and it was missing the parmesan cheese topping . Honestly stay away from this Applebee&#39;s, it is run by a bunch of incompetent and slow staff!!! I hope the CEO is reading these reviews...get it together !!",256,1,1,"Reference to other reviews # mentions ""these reviews"" and hopes the CEO is reading them"
105,105,3654338,2020-05-31,9Y2NmfyJpmxBz-IHSkkjIA,java-day-cafe-flushing,5.0,"Ordered breakfast here for takeout today, and everything was great! We ordered:<br><br>1. Breakfast quesadilla<br>It was good and fresh! However it doesn&#39;t come with standard quesadilla toppings (like sour cream, guac) or condiments (salsa) so I just ate it with stuff I had at home.<br>2. French toast (plain) <br>Really good! Not too sweet. Would be nice if it had at least a whipped topping but hey the toast itself was the perfect thickness, consistency, and flavor, so I have no complaints.<br>3. Hash brown wrap<br>Really heavy dish! My hungry husband ate it all and at the end said he would order it again next time<br>4. Coffee <br>Simple, fresh, and good.<br><br>Overall a no frills kind of place with solid food. What more can you ask? I&#39;m so glad I found this place on yelp! We can&#39;t wait to order from here again. Won&#39;t be needing to try any other diners in the bayside/auburndale/Murray hill area for solid American breakfast food. Will try their other coffee drinks next time!",165,1,1,Reference to other reviews # The review explicitly mentions finding the place on Yelp.
106,106,3334345,2019-03-19,aL9comgLL88MRtdnCx7miA,johns-of-times-square-new-york-2,5.0,Ruben was wonderful! Excellent service and recommendations! Will definitely be coming back. Best pizza I&#39;ve ever had!!,17,0,0,No reference # The review solely describes personal experience and doesn't mention other reviews or Yelp.
107,107,3147799,2018-08-27,iWcro-lxsW9WSwRLiszJmA,new-delhi-palace-hackensack-5,1.0,Terrible food. My whole family felt uncomfortable after a lunch here. Taste was not great either.,16,0,0,No reference # It's solely a description of a negative personal experience without mentioning other reviews or Yelp.
108,108,3144077,2018-08-23,FYCvAu6nqzGSFllmlWriwg,champs-diner-brooklyn,3.0,"I really, really, really wanted to be impressed by this place but I just wasn&#39;t. <br><br>The line was crazy on a Saturday night which we could expect and we put our name on a list to be served, we came 2 minutes before cutoff for the list return time and were told that we were taken off. Fine, they still prioritized us for seating. <br><br>I got a reuben and yikes, maybe I should have gotten another item. It was good, in the sense that someone put effort into making it but it just wasn&#39;t that whole wow experience. My boyfriend got a breakfast plate and the tofu tasted meh, bacon tasted like what the tofu should have and the sausage tasted like bacon. Service was fine but I really didn&#39;t see what the hype was about. Yeah it&#39;s trendy and cute but I&#39;m probably not going to go out of my way to get into bk to come here. I was expecting a vegan Mecca as they call it and found an overly hyped spot",175,1,1,"Reference to other reviews # The phrase ""overly hyped"" implies references to other reviews and ratings."
109,109,2120320,2016-02-14,m_bV8iK98P9xx638whARfQ,georges-new-york-new-york-2,1.0,"Food and service is terrible. Ordered oatmeal which didn't even come with any flavor or fruit. It was just a bowl of flavorless oatmeal. The omelette I ordered ended up costing $20 because the server added extra substitution charges such as replacing sausage for turkey sausage and charging me extra for onions when the omelette didn't even have the onions or me even ordering onions.  To make things worse, the egg also had egg shells in it. The waiters seem like the bus boys and the owners needs to figure his place out. If you are not a tourist, don't bother going into this place. I rather go to McDonalds for breakfast. The server was completely rude and ignored me (as me telling him I didn't even order onions on the egg and him charging me for it but then completely ignoring me).",143,0,0,"No reference. # The review solely describes the negative experience and compares it to McDonald's, without mentioning or referencing other reviews or the platform Yelp."
110,110,3107716,2018-07-20,s6CB8sohXlCL6XZDgAy3SA,paulie-gees-brooklyn,4.0,"Great atmosphere, really good customer service, and great pizza. The ambiance is warm and intimate (and decidedly hipster), and it gets quite busy. I got there at 6:30pm on a weeknight and it was already pretty crowded but we only waited 20 minutes for a pizza. I love that they have so many vegan pizzas and I tried three of them. The green jackie was good though I saw zero jackfruit on it, and the vegan ricotta and seitan sausage was also really good. It didn&#39;t taste as much like vegan sausage you find in stores (which I prefer), but this stuff is homemade so it&#39;s fresher and likely healthier. I can&#39;t say it was the best pizza I ever had (I swear by Screamer&#39;s vegan pizza), but it was very good and it has a great ambiance.",138,0,0,"No reference. # The review focuses on describing the experience and comparing it to another pizza place (Screamer's), which is not a reference to other Yelp reviews."
111,111,3567807,2019-12-09,_1RwCVnHR_CeTQgWJqNS-g,juice-journey-cafe-edgewater-2,5.0,"So many healthy options to choose from. They definitely take care of you if you have diet restrictions or enjoy vegan options. Not only are the smoothies tasty but the employees are so genuine and nice! They always have samples of their food to try, I would give 10 stars if I could!!",53,0,0,"No reference # It solely describes the reviewer's experience and positive feelings about the restaurant, without mentioning other reviews or Yelp itself."
112,112,2431571,2016-11-04,mMSyfi5hsg9nJF2Lg_uQvw,favela-cubana-new-york,4.0,"Awesome food and atmosphere, the croquettes were bomb and the service was great! :) <br><br>I had the gaucho steak and it was delicious, so we&#39;re the yuca fries. Overall great experience, just a bit on the pricier side so keep that in mind.",43,0,0,No reference. # The review describes the experience and doesn't mention or allude to other reviews or Yelp itself.
113,113,1133245,2014-01-21,jS7Kx-f4mZ1heGSCjEhIug,mediterraneo-new-york,1.0,I was shocked at how bad the service was. The food was ok but the service absolutely terrible and the owner is extremely rude.  He felt that his server deserved a higher tip then what we left and took it upon himself to charge an additional gratuity on the credit card. Keeping in mind we were a party of four people so he could not claim an additional charge for a large party.  He was very argumentative and rude when we refused to sign the bill.  I will definitely be reporting this establishment to better business bureau.   Dine at your own risk!,102,0,0,"No reference. # The review solely describes a negative personal experience and doesn't mention or allude to other reviews or the Yelp platform itself. It references the ""better business bureau"" which is another source."
